,0.393362,0.421925,0.443347,0.493333,0.521896,0.571882,0.593304,0.64329,0.671853,0.700416,0.764683,0.793246,0.82895,0.864654,0.900358,0.936062,0.978907,1.01699,1.05508,1.10268,1.15029,1.19789,1.2455,1.30262,1.35975,1.41688,1.474,1.53589,1.59302,1.66442,1.73583,1.80724,1.87865,1.96434,2.05003,2.13572,2.22141,2.32138,2.40707,2.52132,2.62129,2.73554,2.8498,2.96405,3.09258,3.22112,3.36393,3.49247,3.64957,3.79238,3.96376,4.12086,4.29224,4.4779,4.66356,4.8635,5.06344,5.26339,5.49189,5.7204,5.97747,6.23454,6.4916,6.74867,7.03431,7.3485,7.63413,7.97689,8.29109,8.66241,9.00517,9.40505,9.77637,10.2048,10.6333,11.0903,11.5473,12.0329,12.547,13.0611,13.6038,14.1751,14.7749,15.4033,16.0603,16.7172,17.4313,18.1454,18.9166,19.7164,20.5447,21.4016,22.3156,23.2296,24.2294,25.2291,26.1431,27.3142,28.5424,29.8277,31.1702,32.5698,34.0265,35.5689,37.1685,38.8537,40.5961,42.4241,44.3378,46.3373,48.4224,50.5932,52.8782,55.249,57.734,60.3332,63.0467,65.9031,68.8451,71.9585,75.1861,78.5851,82.127,85.8116,89.6676,93.6951,97.9224,100.008
1e-08,19.4642,16.9073,14.6834,13.4003,11.4945,10.433,10.3181,10.228,10.3189,10.678,11.4568,11.2371,10.6182,9.55613,7.46289,1.07336,0.464981,0.267048,0.16632,0.0995959,0.0636369,0.0427674,0.0299476,0.0204234,0.0145074,0.0106627,0.00806715,0.00615665,0.00488557,0.00375447,0.00295701,0.00237852,0.00194837,0.00156576,0.00128309,0.0010693,0.000904245,0.000755615,0.000655646,0.000550813,0.000478769,0.00041291,0.000360191,0.000317359,0.000278132,0.000246142,0.000217059,0.000195383,0.00017336,0.000156688,0.000139956,0.000127096,0.000115202,0.000104315,9.50842e-05,8.66203e-05,7.96299e-05,7.3365e-05,6.71997e-05,6.18968e-05,5.67645e-05,5.23484e-05,4.85153e-05,4.51624e-05,4.19023e-05,3.87827e-05,3.62975e-05,3.36795e-05,3.15709e-05,2.93766e-05,2.75909e-05,2.57499e-05,2.42367e-05,2.26875e-05,2.13159e-05,2.0017e-05,1.88612e-05,1.77656e-05,1.67314e-05,1.5807e-05,1.49326e-05,1.41079e-05,1.33318e-05,1.26031e-05,1.19198e-05,1.13051e-05,1.07034e-05,1.01614e-05,9.63321e-06,9.13951e-06,8.67796e-06,8.24635e-06,7.83024e-06,7.45355e-06,7.08045e-06,6.74247e-06,6.46021e-06,6.13099e-06,5.81957e-06,5.52556e-06,5.24834e-06,4.98725e-06,4.74156e-06,4.50632e-06,4.28566e-06,4.07529e-06,3.87834e-06,3.6911e-06,3.51343e-06,3.34513e-06,3.1859e-06,3.03544e-06,2.89163e-06,2.75613e-06,2.62705e-06,2.50434e-06,2.38787e-06,2.27641e-06,2.17196e-06,2.07138e-06,1.97647e-06,1.88548e-06,1.79916e-06,1.71736e-06,1.63936e-06,1.5651e-06,1.49406e-06,1.46135e-06
1.32e-08,19.706,16.9207,14.695,13.4136,11.5204,10.4941,10.3914,10.3403,10.4636,10.8709,11.6894,11.497,10.9462,10.0396,8.56597,1.87265,0.659714,0.365709,0.224373,0.13314,0.0846747,0.0567563,0.0396801,0.0270289,0.0191855,0.0140945,0.0106601,0.00813354,0.0064533,0.00495853,0.00390493,0.00314076,0.00257262,0.00206731,0.00169404,0.00141173,0.00119379,0.000997546,0.000865561,0.000727149,0.000632036,0.000545085,0.000475489,0.000418943,0.000367157,0.000324926,0.000286532,0.000257918,0.000228845,0.000206837,0.000184749,0.000167773,0.000152071,0.0001377,0.000125515,0.000114342,0.000105114,9.68443e-05,8.87058e-05,8.17058e-05,7.49309e-05,6.91014e-05,6.40416e-05,5.96157e-05,5.53122e-05,5.11943e-05,4.79136e-05,4.44578e-05,4.16743e-05,3.87778e-05,3.64206e-05,3.39903e-05,3.19929e-05,2.9948e-05,2.81374e-05,2.64228e-05,2.48971e-05,2.34509e-05,2.20857e-05,2.08655e-05,1.97113e-05,1.86225e-05,1.75983e-05,1.66363e-05,1.57343e-05,1.49229e-05,1.41287e-05,1.34131e-05,1.2716e-05,1.20643e-05,1.1455e-05,1.08853e-05,1.0336e-05,9.83879e-06,9.34629e-06,8.90015e-06,8.52757e-06,8.09298e-06,7.68193e-06,7.29382e-06,6.92788e-06,6.58324e-06,6.25892e-06,5.94839e-06,5.65712e-06,5.37943e-06,5.11947e-06,4.87228e-06,4.63777e-06,4.4156e-06,4.20545e-06,4.00682e-06,3.81699e-06,3.63811e-06,3.46773e-06,3.30575e-06,3.15202e-06,3.00488e-06,2.86702e-06,2.73424e-06,2.60896e-06,2.48885e-06,2.37491e-06,2.26693e-06,2.16396e-06,2.06595e-06,1.97218e-06,1.92899e-06
1.74e-08,19.9259,16.9336,14.7063,13.4266,11.5459,10.554,10.4631,10.4493,10.6032,11.0561,11.9043,11.7333,11.2349,10.4362,9.2515,7.0248,0.975783,0.50814,0.304773,0.178525,0.112814,0.0753494,0.052567,0.0357512,0.0253524,0.0186132,0.0140718,0.0107332,0.00851414,0.00654082,0.0051503,0.00414202,0.0033925,0.00272597,0.00223366,0.00186135,0.00157395,0.00131517,0.00114114,0.000958645,0.00083324,0.000718601,0.000626843,0.000552295,0.000484018,0.000428342,0.000377729,0.000340004,0.000301678,0.000272664,0.000243544,0.000221166,0.000200467,0.000181521,0.000165458,0.000150729,0.000138565,0.000127663,0.000116934,0.000107706,9.87756e-05,9.10907e-05,8.44208e-05,7.85864e-05,7.29134e-05,6.74849e-05,6.31604e-05,5.86047e-05,5.49355e-05,5.11173e-05,4.801e-05,4.48063e-05,4.21733e-05,3.94777e-05,3.70909e-05,3.48308e-05,3.28196e-05,3.09131e-05,2.91135e-05,2.7505e-05,2.59835e-05,2.45484e-05,2.31981e-05,2.193e-05,2.0741e-05,1.96714e-05,1.86245e-05,1.76813e-05,1.67622e-05,1.59032e-05,1.51001e-05,1.4349e-05,1.3625e-05,1.29695e-05,1.23203e-05,1.17322e-05,1.1241e-05,1.06682e-05,1.01263e-05,9.61469e-06,9.13235e-06,8.67804e-06,8.25052e-06,7.84119e-06,7.45723e-06,7.09118e-06,6.74846e-06,6.42264e-06,6.1135e-06,5.82066e-06,5.54361e-06,5.28178e-06,5.03155e-06,4.79576e-06,4.57117e-06,4.35764e-06,4.15498e-06,3.96102e-06,3.77929e-06,3.60426e-06,3.43912e-06,3.28079e-06,3.1306e-06,2.98827e-06,2.85254e-06,2.72333e-06,2.59972e-06,2.54279e-06
2.3e-08,20.1297,16.9464,14.7175,13.4396,11.5715,10.6137,10.5341,10.5567,10.7402,11.2368,12.1067,11.9533,11.4967,10.7783,9.77029,8.26376,1.61159,0.727901,0.420522,0.241628,0.151309,0.100564,0.0699535,0.0474752,0.0336224,0.0246642,0.0186358,0.0142083,0.0112676,0.00865393,0.00681301,0.00547848,0.00448668,0.00360485,0.00295361,0.00246118,0.00208108,0.00173886,0.00150873,0.0012674,0.00110159,0.000950015,0.000828694,0.000730131,0.000639863,0.000566258,0.000499341,0.000449468,0.000398801,0.000360443,0.00032195,0.000292366,0.000265001,0.000239955,0.00021872,0.000199251,0.00018317,0.000168758,0.000154575,0.000142377,0.000130571,0.000120412,0.000111595,0.000103882,9.63831e-05,8.92072e-05,8.34906e-05,7.74684e-05,7.26181e-05,6.75709e-05,6.34633e-05,5.92284e-05,5.57478e-05,5.21845e-05,4.90295e-05,4.60419e-05,4.33833e-05,4.08632e-05,3.84843e-05,3.63581e-05,3.43467e-05,3.24497e-05,3.06648e-05,2.89887e-05,2.74169e-05,2.6003e-05,2.46191e-05,2.33723e-05,2.21574e-05,2.10219e-05,1.99602e-05,1.89675e-05,1.80104e-05,1.71439e-05,1.62858e-05,1.55083e-05,1.48591e-05,1.41019e-05,1.33856e-05,1.27093e-05,1.20717e-05,1.14712e-05,1.09061e-05,1.0365e-05,9.85743e-06,9.37355e-06,8.92056e-06,8.48987e-06,8.08121e-06,7.69409e-06,7.32789e-06,6.9818e-06,6.65102e-06,6.33934e-06,6.04243e-06,5.76019e-06,5.49231e-06,5.23593e-06,4.9957e-06,4.76433e-06,4.54604e-06,4.33676e-06,4.13822e-06,3.95007e-06,3.77066e-06,3.59986e-06,3.43647e-06,3.36122e-06
3.04e-08,20.3172,16.9587,14.7284,13.4524,11.597,10.6725,10.604,10.6614,10.8733,11.4115,12.2964,12.157,11.7341,11.0773,10.1891,8.99016,6.06613,1.09824,0.591908,0.330076,0.204005,0.134659,0.0932969,0.0631362,0.0446356,0.0327062,0.0246934,0.0188161,0.0149162,0.0114524,0.00901393,0.00724708,0.00593432,0.00476739,0.00390579,0.00325438,0.00275163,0.00229903,0.00199469,0.00167558,0.00145633,0.00125591,0.00109551,0.000965196,0.000845855,0.000748543,0.000660081,0.000594147,0.000527166,0.000476459,0.000425572,0.000386462,0.00035029,0.000317183,0.000289112,0.000263374,0.000242117,0.000223067,0.00020432,0.000188196,0.00017259,0.000159162,0.000147506,0.000137312,0.000127399,0.000117914,0.000110357,0.000102397,9.5986e-05,8.93146e-05,8.38852e-05,7.82874e-05,7.36867e-05,6.89767e-05,6.48064e-05,6.08574e-05,5.73433e-05,5.40121e-05,5.08678e-05,4.80574e-05,4.53989e-05,4.28913e-05,4.05321e-05,3.83166e-05,3.6239e-05,3.43701e-05,3.2541e-05,3.08929e-05,2.92872e-05,2.77862e-05,2.63829e-05,2.50708e-05,2.38057e-05,2.26604e-05,2.1526e-05,2.04985e-05,1.96404e-05,1.86394e-05,1.76927e-05,1.67988e-05,1.5956e-05,1.51623e-05,1.44153e-05,1.37001e-05,1.30293e-05,1.23897e-05,1.17909e-05,1.12216e-05,1.06815e-05,1.01698e-05,9.68578e-06,9.22831e-06,8.79112e-06,8.37913e-06,7.98671e-06,7.61364e-06,7.25956e-06,6.92069e-06,6.60316e-06,6.29735e-06,6.00881e-06,5.73219e-06,5.46977e-06,5.22108e-06,4.98393e-06,4.75819e-06,4.54221e-06,4.44275e-06
4.01e-08,20.4893,16.9707,14.739,13.4648,11.6221,10.7301,10.6722,10.7631,11.0019,11.5797,12.4737,12.3457,11.9501,11.3416,10.5396,9.51994,7.73706,1.90452,0.860467,0.456195,0.276527,0.180767,0.124556,0.0839632,0.0592209,0.0433284,0.0326802,0.0248833,0.0197162,0.015131,0.0119056,0.00956972,0.00783488,0.00629328,0.0051553,0.00429511,0.00363133,0.00303384,0.00263211,0.00221093,0.00192156,0.00165707,0.00144539,0.00127343,0.00111596,0.000987559,0.000870836,0.000783842,0.000695466,0.000628567,0.00056143,0.000509832,0.000462107,0.000418429,0.000381397,0.000347441,0.000319399,0.000294266,0.000269535,0.000248263,0.000227675,0.000209961,0.000194585,0.000181137,0.000168059,0.000155546,0.000145578,0.000135077,0.00012662,0.000117819,0.000110657,0.000103273,9.7203e-05,9.09899e-05,8.54886e-05,8.02793e-05,7.56435e-05,7.12492e-05,6.71015e-05,6.33942e-05,5.9887e-05,5.65793e-05,5.34671e-05,5.05445e-05,4.7804e-05,4.53386e-05,4.29257e-05,4.07516e-05,3.86334e-05,3.66535e-05,3.48024e-05,3.30715e-05,3.14026e-05,2.98919e-05,2.83955e-05,2.70401e-05,2.5908e-05,2.45877e-05,2.33388e-05,2.21597e-05,2.1048e-05,2.00009e-05,1.90155e-05,1.80721e-05,1.71871e-05,1.63435e-05,1.55536e-05,1.48027e-05,1.40901e-05,1.34152e-05,1.27767e-05,1.21732e-05,1.15965e-05,1.10531e-05,1.05354e-05,1.00433e-05,9.57621e-06,9.1292e-06,8.71035e-06,8.30694e-06,7.92633e-06,7.56142e-06,7.21526e-06,6.88722e-06,6.57439e-06,6.27659e-06,5.99171e-06,5.8605e-06
5.29e-08,20.6489,16.9823,14.7494,13.4771,11.647,10.7869,10.7393,10.8626,11.1274,11.743,12.6412,12.5226,12.1495,11.58,10.8438,9.94404,8.55444,6.36103,1.34504,0.644827,0.379013,0.244273,0.167016,0.111984,0.0787328,0.0574876,0.0433014,0.0329374,0.0260808,0.0200037,0.0157331,0.0126424,0.0103482,0.0083103,0.00680656,0.00567019,0.00479346,0.00400441,0.00347396,0.00291788,0.00253588,0.00218674,0.00190734,0.00168038,0.00147255,0.00130309,0.00114905,0.00103425,0.000917626,0.000829345,0.000740755,0.000672669,0.000609698,0.000552066,0.000503201,0.000458399,0.000421398,0.000388238,0.000355605,0.000327539,0.000300377,0.000277005,0.000256719,0.000238974,0.000221722,0.000205213,0.000192061,0.000178206,0.000167049,0.000155438,0.000145988,0.000136246,0.000128238,0.000120041,0.000112784,0.00010591,9.97953e-05,9.39971e-05,8.85249e-05,8.3634e-05,7.90075e-05,7.46431e-05,7.05375e-05,6.66817e-05,6.30661e-05,5.98135e-05,5.66303e-05,5.3762e-05,5.09679e-05,4.83555e-05,4.59136e-05,4.36299e-05,4.14283e-05,3.94352e-05,3.74611e-05,3.56729e-05,3.41794e-05,3.24375e-05,3.079e-05,2.92344e-05,2.77677e-05,2.63863e-05,2.50863e-05,2.38417e-05,2.26742e-05,2.15612e-05,2.05192e-05,1.95285e-05,1.85885e-05,1.76981e-05,1.68557e-05,1.60596e-05,1.52987e-05,1.45818e-05,1.38989e-05,1.32496e-05,1.26334e-05,1.20437e-05,1.14911e-05,1.0959e-05,1.04568e-05,9.97542e-06,9.51874e-06,9.08597e-06,8.67326e-06,8.2804e-06,7.90457e-06,7.73147e-06
6.98e-08,20.7974,16.9937,14.7596,13.4893,11.6718,10.843,10.8055,10.9602,11.2499,11.9018,12.8002,12.6891,12.335,11.7974,11.1129,10.2996,9.1289,7.74315,2.87208,0.949166,0.528507,0.333301,0.225347,0.149962,0.104973,0.0764371,0.0574699,0.0436559,0.0345377,0.0264695,0.020807,0.0167128,0.0136757,0.0109796,0.00899096,0.00748874,0.00633002,0.00528748,0.0045867,0.00385217,0.00334768,0.00288662,0.00251768,0.00221802,0.00194362,0.00171991,0.00151655,0.00136501,0.00121107,0.00109454,0.000977604,0.000887741,0.000804623,0.000728558,0.000664067,0.000604938,0.000556103,0.00051234,0.000469273,0.000432233,0.000396386,0.000365542,0.000338771,0.000315353,0.000292586,0.0002708,0.000253443,0.000235161,0.000220436,0.000205114,0.000192644,0.000179787,0.000169221,0.000158404,0.000148826,0.000139757,0.000131686,0.000124036,0.000116815,0.00011036,0.000104255,9.84967e-05,9.30786e-05,8.79906e-05,8.32196e-05,7.89275e-05,7.47268e-05,7.09422e-05,6.72544e-05,6.38078e-05,6.0585e-05,5.7572e-05,5.46668e-05,5.20367e-05,4.94318e-05,4.70722e-05,4.51014e-05,4.28029e-05,4.06287e-05,3.8576e-05,3.66408e-05,3.48177e-05,3.31025e-05,3.14601e-05,2.99196e-05,2.84509e-05,2.7076e-05,2.57686e-05,2.45283e-05,2.33533e-05,2.22417e-05,2.11913e-05,2.01872e-05,1.92412e-05,1.83401e-05,1.74834e-05,1.66702e-05,1.58921e-05,1.5163e-05,1.44607e-05,1.37982e-05,1.3163e-05,1.25603e-05,1.19893e-05,1.14447e-05,1.09262e-05,1.04304e-05,1.0202e-05
9.22e-08,20.9364,17.0048,14.7697,13.5013,11.6966,10.8987,10.8709,11.0561,11.3702,12.0568,12.9518,12.847,12.5088,11.9979,11.3552,10.6075,9.57986,8.50779,6.88644,1.53434,0.759555,0.46193,0.307068,0.202142,0.140633,0.102015,0.0765109,0.058014,0.0458428,0.0350968,0.0275683,0.0221317,0.0181026,0.0145284,0.0118938,0.00990445,0.00837061,0.00699091,0.00606375,0.00509217,0.0044249,0.00381523,0.00332741,0.00293123,0.00256849,0.00227276,0.00200398,0.00180368,0.00160022,0.00144622,0.00129169,0.00117293,0.0010631,0.000962583,0.000877364,0.000799234,0.000734708,0.000676882,0.000619981,0.00057104,0.000523678,0.000482925,0.000447554,0.000416616,0.000386535,0.000357751,0.000334822,0.000310667,0.000291213,0.00027097,0.000254496,0.00023751,0.000223551,0.00020926,0.000196607,0.000184626,0.000173964,0.000163857,0.000154317,0.000145791,0.000137725,0.000130118,0.00012296,0.000116238,0.000109935,0.000104266,9.87163e-05,9.37162e-05,8.8845e-05,8.42914e-05,8.00345e-05,7.60535e-05,7.22156e-05,6.87412e-05,6.53001e-05,6.21831e-05,5.95798e-05,5.65431e-05,5.36713e-05,5.09596e-05,4.84029e-05,4.59948e-05,4.37287e-05,4.15592e-05,3.95241e-05,3.75838e-05,3.57677e-05,3.40406e-05,3.24021e-05,3.08498e-05,2.93816e-05,2.79938e-05,2.66675e-05,2.54177e-05,2.42273e-05,2.30957e-05,2.20216e-05,2.09935e-05,2.00303e-05,1.91027e-05,1.82274e-05,1.73883e-05,1.65922e-05,1.58378e-05,1.51185e-05,1.44336e-05,1.37786e-05,1.34768e-05
