,0.3231,0.34055,0.358,0.37545,0.3929,0.41035,0.4278,0.44525,0.48015,0.51505,0.5325,0.54995,0.58485,0.6023,0.6372,0.6721,0.68955,0.72445,0.75935,0.79425,0.82915,0.86405,0.89895,0.9513,0.9862,1.03855,1.07345,1.1258,1.17815,1.2305,1.3003,1.35265,1.42245,1.4748,1.52715,1.6144,1.6842,1.77145,1.84125,1.9285,2.01575,2.103,2.19025,2.3124,2.3822,2.50435,2.6265,2.7312,2.8708,2.99295,3.13255,3.27215,3.41175,3.58625,3.76075,3.90035,4.10975,4.2668,4.4762,4.66815,4.87755,5.1044,5.33125,5.593,5.8373,6.09905,6.3608,6.6749,6.9541,7.2682,7.6172,7.94875,8.29775,8.6642,9.06555,9.4669,9.90315,10.3568,10.8106,11.2992
1e-07,0.00033316,0.000583021,0.000762505,0.000851225,0.000877492,0.000845771,0.000753545,0.000622099,0.000364111,0.000200212,0.000150572,0.000115519,7.29484e-05,6.0039e-05,4.32677e-05,3.3373e-05,2.99093e-05,2.48007e-05,2.12645e-05,1.86986e-05,1.67621e-05,1.52521e-05,1.4042e-05,1.26164e-05,1.18519e-05,1.09021e-05,1.03689e-05,9.68155e-06,9.09881e-06,8.59636e-06,8.02213e-06,7.64794e-06,7.20822e-06,6.91488e-06,6.64749e-06,6.24986e-06,5.96773e-06,5.65189e-06,5.424e-06,5.16544e-06,4.93169e-06,4.71922e-06,4.52505e-06,4.27951e-06,4.1512e-06,3.94475e-06,3.75832e-06,3.61228e-06,3.43466e-06,3.2932e-06,3.14536e-06,3.01036e-06,2.88658e-06,2.7456e-06,2.61785e-06,2.52396e-06,2.39518e-06,2.30693e-06,2.19895e-06,2.10853e-06,2.01803e-06,1.92838e-06,1.84639e-06,1.76005e-06,1.68647e-06,1.61417e-06,1.54783e-06,1.47508e-06,1.41594e-06,1.35483e-06,1.29284e-06,1.239e-06,1.18695e-06,1.13682e-06,1.08656e-06,1.04055e-06,9.94783e-07,9.51259e-07,9.11388e-07,8.72028e-07
1.12e-07,0.00037314,0.000652985,0.000854011,0.00095338,0.000982796,0.000947271,0.000843976,0.000696755,0.000407807,0.000224239,0.000168641,0.000129381,8.17023e-05,6.72438e-05,4.84599e-05,3.73778e-05,3.34985e-05,2.77767e-05,2.38163e-05,2.09424e-05,1.87736e-05,1.70824e-05,1.5727e-05,1.41304e-05,1.32741e-05,1.22104e-05,1.16131e-05,1.08433e-05,1.01907e-05,9.62795e-06,8.98483e-06,8.56573e-06,8.07325e-06,7.74467e-06,7.44515e-06,6.99987e-06,6.68387e-06,6.3301e-06,6.07491e-06,5.78525e-06,5.52351e-06,5.2855e-06,5.06804e-06,4.79305e-06,4.64933e-06,4.4181e-06,4.20933e-06,4.04577e-06,3.84684e-06,3.68839e-06,3.52279e-06,3.37161e-06,3.23296e-06,3.07507e-06,2.93199e-06,2.82683e-06,2.68259e-06,2.58377e-06,2.46283e-06,2.36156e-06,2.2602e-06,2.15979e-06,2.06796e-06,1.97126e-06,1.88884e-06,1.80787e-06,1.73356e-06,1.6521e-06,1.58585e-06,1.51741e-06,1.44798e-06,1.38767e-06,1.32938e-06,1.27323e-06,1.21695e-06,1.16543e-06,1.11415e-06,1.06541e-06,1.02076e-06,9.76667e-07
1.25e-07,0.00041792,0.000731345,0.000956497,0.00106779,0.00110074,0.00106095,0.000945263,0.000780372,0.000456746,0.000251147,0.000188879,0.000144908,9.15065e-05,7.53131e-05,5.42751e-05,4.18631e-05,3.75183e-05,3.111e-05,2.66743e-05,2.34554e-05,2.10265e-05,1.91324e-05,1.76142e-05,1.58261e-05,1.4867e-05,1.36756e-05,1.30067e-05,1.21445e-05,1.14136e-05,1.07833e-05,1.0063e-05,9.59361e-06,9.04203e-06,8.67403e-06,8.33859e-06,7.83984e-06,7.4859e-06,7.08971e-06,6.80389e-06,6.47949e-06,6.1863e-06,5.91977e-06,5.67622e-06,5.36825e-06,5.20729e-06,4.94827e-06,4.71442e-06,4.53125e-06,4.30845e-06,4.13101e-06,3.94554e-06,3.7762e-06,3.62092e-06,3.44408e-06,3.28382e-06,3.16605e-06,3.0045e-06,2.8938e-06,2.75837e-06,2.64494e-06,2.53141e-06,2.41897e-06,2.31611e-06,2.20782e-06,2.11551e-06,2.02481e-06,1.94159e-06,1.85034e-06,1.77616e-06,1.69951e-06,1.62174e-06,1.55419e-06,1.48891e-06,1.42602e-06,1.36298e-06,1.30528e-06,1.24786e-06,1.19326e-06,1.14325e-06,1.09387e-06
1.4e-07,0.000468071,0.00081911,0.00107128,0.00119594,0.00123285,0.00118828,0.00105871,0.000874026,0.000511559,0.000281286,0.000211545,0.000162297,0.000102488,8.43509e-05,6.07881e-05,4.68867e-05,4.20206e-05,3.48433e-05,2.98753e-05,2.62702e-05,2.35496e-05,2.14283e-05,1.9728e-05,1.77253e-05,1.66511e-05,1.53167e-05,1.45675e-05,1.36019e-05,1.27833e-05,1.20773e-05,1.12706e-05,1.07448e-05,1.01271e-05,9.71493e-06,9.33925e-06,8.78065e-06,8.38426e-06,7.94048e-06,7.62037e-06,7.25703e-06,6.9287e-06,6.63015e-06,6.35737e-06,6.01244e-06,5.83217e-06,5.54211e-06,5.28018e-06,5.07501e-06,4.82547e-06,4.62674e-06,4.41899e-06,4.22935e-06,4.05544e-06,3.85737e-06,3.67789e-06,3.54599e-06,3.36504e-06,3.24107e-06,3.08939e-06,2.96233e-06,2.8352e-06,2.70925e-06,2.59404e-06,2.47276e-06,2.36936e-06,2.2678e-06,2.17458e-06,2.0724e-06,1.9893e-06,1.90345e-06,1.81636e-06,1.74069e-06,1.66758e-06,1.59715e-06,1.52654e-06,1.46192e-06,1.3976e-06,1.33645e-06,1.28044e-06,1.22514e-06
1.57e-07,0.000524238,0.000917407,0.00119984,0.00133946,0.0013808,0.00133089,0.00118576,0.000978917,0.000572949,0.000315041,0.000236929,0.000181773,0.000114786,9.44729e-05,6.80827e-05,5.25131e-05,4.70631e-05,3.90244e-05,3.34602e-05,2.94226e-05,2.63756e-05,2.39996e-05,2.20953e-05,1.98523e-05,1.86492e-05,1.71547e-05,1.63155e-05,1.52341e-05,1.43172e-05,1.35265e-05,1.2623e-05,1.20342e-05,1.13423e-05,1.08807e-05,1.04599e-05,9.83431e-06,9.39034e-06,8.89335e-06,8.53482e-06,8.12792e-06,7.76011e-06,7.42578e-06,7.12027e-06,6.7339e-06,6.53202e-06,6.20715e-06,5.91379e-06,5.68402e-06,5.40454e-06,5.18193e-06,4.94929e-06,4.73684e-06,4.54209e-06,4.32026e-06,4.11923e-06,3.97151e-06,3.76885e-06,3.63e-06,3.4601e-06,3.31782e-06,3.1754e-06,3.03436e-06,2.90533e-06,2.76948e-06,2.65368e-06,2.53994e-06,2.43554e-06,2.32108e-06,2.22801e-06,2.13186e-06,2.03432e-06,1.94958e-06,1.8677e-06,1.78881e-06,1.70972e-06,1.63734e-06,1.5653e-06,1.49682e-06,1.43408e-06,1.37215e-06
1.76e-07,0.000587149,0.0010275,0.00134383,0.00150021,0.00154651,0.00149061,0.00132807,0.0010964,0.000641706,0.000352847,0.000265362,0.000203585,0.000128561,0.00010581,7.62527e-05,5.88147e-05,5.27106e-05,4.37074e-05,3.74755e-05,3.29533e-05,2.95406e-05,2.68795e-05,2.47468e-05,2.22345e-05,2.08871e-05,1.92133e-05,1.82734e-05,1.70622e-05,1.60353e-05,1.51497e-05,1.41377e-05,1.34783e-05,1.27034e-05,1.21864e-05,1.17151e-05,1.10144e-05,1.05171e-05,9.96051e-06,9.55898e-06,9.10326e-06,8.69132e-06,8.31688e-06,7.97467e-06,7.54199e-06,7.31584e-06,6.95199e-06,6.62345e-06,6.3661e-06,6.05306e-06,5.80376e-06,5.5432e-06,5.30527e-06,5.08714e-06,4.83867e-06,4.61353e-06,4.44807e-06,4.22111e-06,4.06559e-06,3.87531e-06,3.71594e-06,3.55645e-06,3.39847e-06,3.25396e-06,3.10182e-06,2.97213e-06,2.84471e-06,2.7278e-06,2.59961e-06,2.49537e-06,2.38767e-06,2.27843e-06,2.18353e-06,2.09182e-06,2.00346e-06,1.91489e-06,1.83382e-06,1.75314e-06,1.67644e-06,1.60618e-06,1.53681e-06
1.97e-07,0.000657607,0.0011508,0.0015051,0.00168025,0.00173211,0.00166951,0.00148746,0.00122798,0.000718715,0.000395191,0.000297206,0.000228017,0.000143988,0.000118507,8.54031e-05,6.58724e-05,5.90359e-05,4.89523e-05,4.19725e-05,3.69076e-05,3.30854e-05,3.0105e-05,2.77164e-05,2.49026e-05,2.33935e-05,2.15189e-05,2.04662e-05,1.91096e-05,1.79595e-05,1.69677e-05,1.58343e-05,1.50957e-05,1.42278e-05,1.36487e-05,1.31209e-05,1.23361e-05,1.17792e-05,1.11558e-05,1.07061e-05,1.01956e-05,9.73431e-06,9.31489e-06,8.93164e-06,8.44703e-06,8.19373e-06,7.78623e-06,7.41825e-06,7.13002e-06,6.77944e-06,6.50021e-06,6.20837e-06,5.9419e-06,5.69758e-06,5.41933e-06,5.16717e-06,4.98184e-06,4.72764e-06,4.55347e-06,4.34035e-06,4.16186e-06,3.98323e-06,3.8063e-06,3.64444e-06,3.47403e-06,3.32878e-06,3.18608e-06,3.05513e-06,2.91155e-06,2.79482e-06,2.67419e-06,2.55184e-06,2.44556e-06,2.34283e-06,2.24388e-06,2.14468e-06,2.05387e-06,1.96352e-06,1.87761e-06,1.79892e-06,1.72122e-06
2.21e-07,0.000736522,0.00128891,0.00168573,0.0018819,0.00194,0.00186988,0.00166598,0.00137536,0.000804968,0.000442615,0.000332873,0.000255378,0.000161267,0.000132728,9.56516e-05,7.37772e-05,6.61204e-05,5.48266e-05,4.70093e-05,4.13367e-05,3.70558e-05,3.37177e-05,3.10424e-05,2.7891e-05,2.62008e-05,2.41011e-05,2.29222e-05,2.14028e-05,2.01146e-05,1.90038e-05,1.77344e-05,1.69072e-05,1.59352e-05,1.52866e-05,1.46955e-05,1.38165e-05,1.31928e-05,1.24945e-05,1.19908e-05,1.14191e-05,1.09024e-05,1.04327e-05,1.00035e-05,9.46065e-06,9.17702e-06,8.72058e-06,8.30843e-06,7.98563e-06,7.59295e-06,7.28024e-06,6.95337e-06,6.65494e-06,6.38131e-06,6.06965e-06,5.78722e-06,5.57965e-06,5.29497e-06,5.09988e-06,4.8612e-06,4.66129e-06,4.46121e-06,4.26306e-06,4.08178e-06,3.89092e-06,3.72824e-06,3.56843e-06,3.42176e-06,3.26094e-06,3.13019e-06,2.9951e-06,2.85807e-06,2.73902e-06,2.62398e-06,2.51315e-06,2.40204e-06,2.30034e-06,2.19915e-06,2.10293e-06,2.01478e-06,1.92777e-06
2.48e-07,0.000824907,0.00144358,0.00188804,0.00210776,0.00217283,0.0020943,0.00186593,0.00154042,0.000901572,0.000495732,0.000372819,0.000286025,0.00018062,0.000148656,0.00010713,8.26306e-05,7.40548e-05,6.14058e-05,5.26503e-05,4.6297e-05,4.15025e-05,3.77638e-05,3.47675e-05,3.1238e-05,2.93448e-05,2.69932e-05,2.56728e-05,2.39712e-05,2.25284e-05,2.12843e-05,1.98625e-05,1.89361e-05,1.78473e-05,1.7121e-05,1.64589e-05,1.54744e-05,1.47759e-05,1.39938e-05,1.34297e-05,1.27894e-05,1.22107e-05,1.16846e-05,1.12039e-05,1.05959e-05,1.02782e-05,9.76705e-06,9.30545e-06,8.9439e-06,8.50411e-06,8.15386e-06,7.78779e-06,7.45353e-06,7.14706e-06,6.79801e-06,6.48171e-06,6.24921e-06,5.93034e-06,5.71186e-06,5.44453e-06,5.22064e-06,4.99657e-06,4.77462e-06,4.5716e-06,4.35783e-06,4.17563e-06,3.99662e-06,3.83237e-06,3.65225e-06,3.50582e-06,3.35451e-06,3.20104e-06,3.0677e-06,2.93885e-06,2.81473e-06,2.69028e-06,2.57638e-06,2.46304e-06,2.35528e-06,2.25656e-06,2.1591e-06
2.77e-07,0.000923903,0.00161683,0.00211463,0.00236073,0.00243362,0.00234568,0.00208988,0.0017253,0.00100977,0.000555223,0.000417559,0.00032035,0.000202295,0.000166495,0.000119986,9.25464e-05,8.29415e-05,6.87747e-05,5.89685e-05,5.18528e-05,4.64828e-05,4.22956e-05,3.89396e-05,3.49866e-05,3.28664e-05,3.02325e-05,2.87536e-05,2.68478e-05,2.52319e-05,2.38384e-05,2.22461e-05,2.12084e-05,1.99891e-05,1.91755e-05,1.8434e-05,1.73314e-05,1.6549e-05,1.56731e-05,1.50413e-05,1.43242e-05,1.3676e-05,1.30868e-05,1.25483e-05,1.18675e-05,1.15117e-05,1.09391e-05,1.04221e-05,1.00172e-05,9.52462e-06,9.13235e-06,8.72234e-06,8.34798e-06,8.00472e-06,7.61378e-06,7.2595e-06,6.99914e-06,6.642e-06,6.3973e-06,6.0979e-06,5.84714e-06,5.59616e-06,5.34758e-06,5.12019e-06,4.88077e-06,4.67671e-06,4.47624e-06,4.29226e-06,4.09053e-06,3.92652e-06,3.75706e-06,3.58516e-06,3.43583e-06,3.29153e-06,3.1525e-06,3.01313e-06,2.88555e-06,2.75861e-06,2.63792e-06,2.52735e-06,2.4182e-06
