,1.00017,1.06058,1.12493,1.1932,1.26541,1.34226,1.42376,1.50991,1.60142,1.69865,1.8016,1.91098,2.0268,2.14976,2.27988,2.41822,2.56478,2.72027,2.88542,3.06022,3.24609,3.4427,3.65145,3.87308,4.10793,4.35672,4.62124,4.90113,5.19854,5.51382,5.84805,6.20265,6.57869,6.97762,7.40085,7.84946,8.3256,8.83033,9.36581,9.93381,10.5361,11.1749,11.8527,12.5712,13.3336,14.1422,14.9997,15.9091,16.8739,17.8969,18.9822,20.1332,21.3543,22.649,24.0224,25.479,27.024,28.6629,30.4009,32.2443,34.1996,36.2733,38.4727,40.8058,43.2802,45.9043,48.6878,51.6405,54.7718,58.093,61.6154,65.3516,69.3144,73.5174,77.9756,82.7037,87.7185,93.0375,98.6793,104.663,111.01,117.741,124.88,132.453,140.484,149.003,158.038,167.621,177.785,188.566,200
0.00459378,15.2005,13.3526,12.9366,12.5056,12.0661,11.6198,11.1719,10.727,10.2854,9.84934,9.42196,9.00325,8.59579,8.19934,7.81586,7.44401,7.08546,6.73988,6.40701,6.08797,5.78117,5.48809,5.20732,4.9387,4.68241,4.43817,4.20475,3.98292,3.77134,3.57017,3.37898,3.19724,3.02464,2.86075,2.70519,2.55772,2.41779,2.28523,2.15959,2.04057,1.92787,1.82119,1.72019,1.62465,1.53423,1.44871,1.36784,1.29139,1.2191,1.15078,1.08621,1.0252,0.967538,0.913086,0.861648,0.813064,0.767184,0.723852,0.682946,0.644325,0.607863,0.573448,0.540961,0.510295,0.481356,0.454048,0.428275,0.403953,0.381005,0.359354,0.338926,0.319653,0.301469,0.284315,0.268132,0.252867,0.238468,0.224886,0.212074,0.19999,0.188591,0.177841,0.167702,0.158139,0.149121,0.140615,0.132594,0.125029,0.117895,0.111167,0.104823
0.00479043,15.2005,13.3706,12.9554,12.5249,12.0858,11.6396,11.1917,10.7467,10.3049,9.86846,9.4407,9.02155,8.6136,8.21663,7.8326,7.46018,7.10107,6.7549,6.42145,6.10183,5.79445,5.50081,5.21948,4.95032,4.69351,4.44875,4.21483,3.99252,3.78048,3.57886,3.38724,3.20509,3.03209,2.86782,2.7119,2.56408,2.42382,2.29095,2.16501,2.0457,1.93273,1.82579,1.72454,1.62877,1.53812,1.45239,1.37132,1.29468,1.22221,1.15373,1.08899,1.02782,0.970021,0.915432,0.863863,0.815156,0.76916,0.725717,0.684708,0.645988,0.609433,0.574929,0.54236,0.511615,0.482602,0.455224,0.429385,0.405,0.381993,0.360286,0.339805,0.320482,0.302252,0.285054,0.268828,0.253524,0.239088,0.22547,0.212625,0.20051,0.189082,0.178304,0.168138,0.158551,0.149509,0.140981,0.132939,0.125355,0.118202,0.111457,0.105096
0.00504214,15.2005,13.3927,12.9784,12.5487,12.1099,11.6639,11.2161,10.7709,10.3288,9.89205,9.46381,9.04412,8.63558,8.23797,7.85327,7.48016,7.12033,6.77345,6.43928,6.11894,5.81086,5.51652,5.23451,4.96467,4.70721,4.46182,4.22729,4.00438,3.79177,3.58959,3.39745,3.21479,3.04131,2.87657,2.72019,2.57195,2.43128,2.29802,2.1717,2.05204,1.93874,1.83148,1.72992,1.63386,1.54294,1.45695,1.37563,1.29875,1.22606,1.15736,1.09243,1.03107,0.97309,0.918331,0.866601,0.817742,0.771602,0.728023,0.686885,0.648043,0.611373,0.576761,0.544089,0.513247,0.484142,0.456677,0.430756,0.406294,0.383214,0.361437,0.340892,0.321507,0.303219,0.285966,0.269689,0.254336,0.239854,0.226193,0.213306,0.201152,0.189688,0.178876,0.168678,0.15906,0.149989,0.141434,0.133366,0.125757,0.118581,0.111814,0.105433
0.00561727,15.2005,15.2005,13.0277,12.5994,12.1617,11.7161,11.2683,10.8229,10.3802,9.94264,9.51341,9.09257,8.68276,8.28378,7.89765,7.52305,7.16172,6.8133,6.47759,6.15572,5.84612,5.55028,5.26681,4.99553,4.73667,4.48992,4.25407,4.02989,3.81605,3.61269,3.4194,3.23565,3.06111,2.89537,2.73803,2.58887,2.44732,2.31322,2.18611,2.06568,1.95166,1.84371,1.7415,1.64482,1.5533,1.46674,1.38489,1.30751,1.23434,1.16519,1.09983,1.03806,0.979692,0.924568,0.872492,0.823307,0.776857,0.732985,0.691569,0.652466,0.615548,0.580702,0.547808,0.516758,0.487455,0.459804,0.433707,0.409078,0.385841,0.363917,0.343231,0.323714,0.305301,0.28793,0.271542,0.256084,0.241502,0.227748,0.214773,0.202536,0.190993,0.180106,0.169838,0.160154,0.151021,0.142407,0.134284,0.126623,0.119398,0.112585,0.106159
0.00614816,15.2005,15.2005,13.0695,12.6426,12.2057,11.7606,11.3128,10.8672,10.4241,9.98583,9.55577,9.13396,8.72309,8.32295,7.93561,7.55975,7.19712,6.8474,6.51038,6.1872,5.8763,5.57919,5.29446,5.02196,4.7619,4.51399,4.27701,4.05174,3.83685,3.63247,3.43821,3.25352,3.07809,2.91148,2.75332,2.60337,2.46107,2.32625,2.19846,2.07738,1.96273,1.85419,1.75142,1.6542,1.56218,1.47514,1.39284,1.31503,1.24144,1.1719,1.10617,1.04405,0.985354,0.929917,0.877544,0.828078,0.781362,0.73724,0.695587,0.656259,0.619128,0.584082,0.550999,0.519769,0.490297,0.462486,0.436237,0.411466,0.388094,0.366042,0.345237,0.325606,0.307086,0.289614,0.273131,0.257583,0.242916,0.229081,0.216031,0.203722,0.192112,0.181162,0.170834,0.161093,0.151907,0.143243,0.135072,0.127366,0.120098,0.113245,0.106782
0.00705755,15.2005,15.2005,13.1345,12.7098,12.2743,11.83,11.3824,10.9365,10.4927,10.0535,9.62214,9.19884,8.78631,8.38438,7.99515,7.61733,7.25269,6.90093,6.56186,6.23665,5.92372,5.62461,5.33792,5.06349,4.80156,4.55183,4.31308,4.0861,3.86955,3.66359,3.46779,3.28163,3.10478,2.93683,2.77737,2.62618,2.4827,2.34675,2.21788,2.09578,1.98015,1.87069,1.76703,1.66898,1.57615,1.48836,1.40534,1.32684,1.25261,1.18246,1.11615,1.05348,0.994264,0.938334,0.885494,0.835587,0.788453,0.743935,0.701908,0.662227,0.624763,0.589401,0.556019,0.524507,0.494769,0.466706,0.44022,0.415224,0.391641,0.369388,0.348394,0.328585,0.309896,0.292265,0.275631,0.259942,0.245141,0.23118,0.218011,0.20559,0.193873,0.182823,0.1724,0.162571,0.1533,0.144557,0.136311,0.128534,0.121201,0.114285,0.107763
0.00792218,15.2005,15.2005,13.19,12.7673,12.3331,11.8895,11.4422,10.9961,10.5518,10.1117,9.67934,9.25479,8.84085,8.43741,8.04657,7.66707,7.30071,6.9472,6.60637,6.2794,5.96472,5.6639,5.37551,5.09942,4.83587,4.58457,4.34429,4.11584,3.89786,3.69052,3.49341,3.30597,3.1279,2.95877,2.7982,2.64593,2.50143,2.36451,2.2347,2.11171,1.99525,1.88498,1.78055,1.68177,1.58826,1.49982,1.41617,1.33709,1.26229,1.19161,1.1248,1.06166,1.00198,0.945627,0.892384,0.842093,0.794598,0.749738,0.707387,0.6674,0.629646,0.59401,0.56037,0.528614,0.498645,0.470364,0.443672,0.418482,0.394714,0.372288,0.35113,0.331166,0.312331,0.294563,0.277799,0.261986,0.24707,0.232999,0.219727,0.207208,0.1954,0.184263,0.173759,0.163852,0.154508,0.145696,0.137385,0.129548,0.122156,0.115186,0.108612
0.00909268,15.2005,15.2005,15.2005,12.8374,12.405,11.9624,11.5154,11.0691,10.6243,10.1832,9.74958,9.32352,8.90789,8.5026,8.1098,7.72826,7.3598,7.00415,6.66117,6.33205,6.01523,5.71229,5.42183,5.1437,4.87817,4.62493,4.38278,4.15251,3.93277,3.72374,3.52499,3.33598,3.15642,2.98585,2.82389,2.67031,2.52454,2.38642,2.25547,2.13138,2.01387,1.90261,1.79725,1.69757,1.60321,1.51395,1.42954,1.34973,1.27424,1.20291,1.13547,1.07174,1.01152,0.954631,0.900889,0.850126,0.802184,0.756902,0.714152,0.673786,0.635675,0.599702,0.565743,0.533685,0.503431,0.474881,0.447934,0.422503,0.398509,0.375869,0.354508,0.334354,0.315338,0.2974,0.280475,0.264511,0.249451,0.235246,0.221845,0.209207,0.197285,0.186041,0.175435,0.165433,0.156,0.147103,0.138712,0.130799,0.123336,0.116298,0.109662
0.0103721,15.2005,15.2005,15.2005,12.906,12.4754,12.0338,11.5874,11.141,10.6956,10.2537,9.81884,9.39135,8.97409,8.567,8.17229,7.78875,7.41823,7.06049,6.71539,6.38415,6.06522,5.76021,5.46769,5.18756,4.92006,4.66492,4.4209,4.18884,3.96737,3.75665,3.5563,3.36574,3.18469,3.01269,2.84936,2.69448,2.54746,2.40814,2.27606,2.15089,2.03235,1.9201,1.8138,1.71324,1.61803,1.52797,1.4428,1.36227,1.2861,1.21411,1.14606,1.08175,1.02097,0.963565,0.909328,0.858097,0.809712,0.76401,0.720864,0.680124,0.641658,0.605349,0.571074,0.538717,0.50818,0.479363,0.452164,0.426495,0.402275,0.379423,0.357861,0.337517,0.318323,0.300215,0.283131,0.267016,0.251815,0.237475,0.223948,0.21119,0.199156,0.187805,0.1771,0.167003,0.15748,0.148499,0.140029,0.132041,0.124507,0.117403,0.110703
