,0.336,0.37463,0.39394,0.41326,0.43257,0.4712,0.49051,0.50983,0.54846,0.56777,0.58709,0.6064,0.64503,0.66048,0.68752,0.71456,0.7416,0.76864,0.79568,0.82272,0.84976,0.8768,0.90384,0.93088,0.95792,1.012,1.03904,1.06608,1.12016,1.1472,1.20128,1.22832,1.2824,1.33648,1.36352,1.4176,1.47168,1.52576,1.57984,1.63392,1.688,1.74208,1.8232,1.87728,1.93136,2.01248,2.0936,2.14768,2.2288,2.30992,2.39104,2.47216,2.55328,2.66144,2.74256,2.85072,2.93184,3.04,3.14816,3.25632,3.36448,3.49968,3.60784,3.74304,3.87824,4.01344,4.14864,4.31088,4.44608,4.60832,4.77056,4.9328,5.09504,5.28432,5.4736,5.66288,5.85216,6.06848,6.2848,6.50112,6.74448,6.9608,7.20416,7.47456,7.71792,7.98832,8.28576,8.55616,8.88064,9.17808,9.50256,9.82704,10.1786,10.5301,10.9086,11.2872,11.6928,12.0984,12.504,12.9637,13.3963,13.883,14.3698,14.8565,15.3973,15.9381,16.4789,17.0738,17.6686,18.2635,18.9125,19.5885,20.2645,20.9675,21.6976,22.4818,23.2659,24.0771,24.9154
1e-08,0.641022,0.294777,0.129908,0.0522675,0.0207345,0.00366662,0.0017546,0.00091836,0.000319265,0.000212051,0.000149476,0.000110761,6.75947e-05,5.76785e-05,4.52614e-05,3.69336e-05,3.10869e-05,2.68239e-05,2.36153e-05,2.11551e-05,1.92127e-05,1.76482e-05,1.63656e-05,1.52978e-05,1.43966e-05,1.28615e-05,1.22909e-05,1.17884e-05,1.08643e-05,1.05094e-05,9.82951e-06,9.56538e-06,9.03995e-06,8.58856e-06,8.41217e-06,8.04291e-06,7.71511e-06,7.42205e-06,7.15781e-06,6.91705e-06,6.69739e-06,6.4952e-06,6.20384e-06,6.03683e-06,5.88065e-06,5.65173e-06,5.44258e-06,5.32107e-06,5.13951e-06,4.97151e-06,4.81578e-06,4.67076e-06,4.53532e-06,4.36277e-06,4.24617e-06,4.09634e-06,3.99474e-06,3.86343e-06,3.74112e-06,3.62676e-06,3.5198e-06,3.39282e-06,3.29976e-06,3.18876e-06,3.0854e-06,2.98884e-06,2.89846e-06,2.79596e-06,2.71722e-06,2.62745e-06,2.54367e-06,2.46527e-06,2.39171e-06,2.31072e-06,2.23523e-06,2.16465e-06,2.09854e-06,2.02739e-06,1.96105e-06,1.89905e-06,1.83357e-06,1.77943e-06,1.72201e-06,1.66224e-06,1.61219e-06,1.55985e-06,1.50595e-06,1.4603e-06,1.4088e-06,1.36486e-06,1.31988e-06,1.27782e-06,1.23512e-06,1.19522e-06,1.15501e-06,1.11745e-06,1.07979e-06,1.04463e-06,1.01173e-06,9.76764e-07,9.46082e-07,9.13726e-07,8.83536e-07,8.55299e-07,8.25936e-07,7.98542e-07,7.72923e-07,7.46555e-07,7.2194e-07,6.98919e-07,6.75404e-07,6.52533e-07,6.31178e-07,6.10404e-07,5.90234e-07,5.69993e-07,5.5111e-07,5.3285e-07,5.15214e-07
1.2e-08,0.788706,0.358185,0.156763,0.062866,0.024905,0.00440072,0.00210571,0.00110208,0.000383125,0.000254464,0.000179372,0.000132914,8.11139e-05,6.92143e-05,5.43139e-05,4.43203e-05,3.73044e-05,3.21889e-05,2.83383e-05,2.53861e-05,2.30553e-05,2.11778e-05,1.96387e-05,1.83574e-05,1.72761e-05,1.54337e-05,1.47491e-05,1.4146e-05,1.30372e-05,1.26112e-05,1.17954e-05,1.14785e-05,1.0848e-05,1.03063e-05,1.00946e-05,9.65151e-06,9.25814e-06,8.90651e-06,8.58938e-06,8.30042e-06,8.03683e-06,7.79425e-06,7.44457e-06,7.24418e-06,7.05681e-06,6.78208e-06,6.53111e-06,6.38529e-06,6.1674e-06,5.96583e-06,5.77892e-06,5.60492e-06,5.44238e-06,5.23533e-06,5.09543e-06,4.91562e-06,4.79368e-06,4.63615e-06,4.48932e-06,4.35212e-06,4.22378e-06,4.07138e-06,3.95972e-06,3.82651e-06,3.70249e-06,3.58662e-06,3.47814e-06,3.35516e-06,3.26066e-06,3.15294e-06,3.05241e-06,2.95831e-06,2.87007e-06,2.77287e-06,2.68227e-06,2.59758e-06,2.51825e-06,2.43287e-06,2.35326e-06,2.27886e-06,2.20029e-06,2.13532e-06,2.06641e-06,1.99469e-06,1.93463e-06,1.87182e-06,1.80713e-06,1.75237e-06,1.69055e-06,1.63784e-06,1.58386e-06,1.53338e-06,1.48214e-06,1.43427e-06,1.38601e-06,1.34094e-06,1.29576e-06,1.25356e-06,1.21407e-06,1.17212e-06,1.1353e-06,1.09647e-06,1.06024e-06,1.02636e-06,9.91118e-07,9.58249e-07,9.27509e-07,8.95864e-07,8.6633e-07,8.38703e-07,8.10486e-07,7.83044e-07,7.57414e-07,7.32484e-07,7.0828e-07,6.83993e-07,6.61331e-07,6.39421e-07,6.18256e-07
1.44e-08,0.9771,0.436512,0.189397,0.0756495,0.02992,0.00528201,0.00252712,0.00132257,0.00045976,0.000305361,0.000215249,0.000159498,9.73372e-05,8.30575e-05,6.51768e-05,5.31845e-05,4.47655e-05,3.86267e-05,3.40061e-05,3.04634e-05,2.76664e-05,2.54133e-05,2.35665e-05,2.20289e-05,2.07313e-05,1.85205e-05,1.76989e-05,1.69752e-05,1.56447e-05,1.51335e-05,1.41545e-05,1.37741e-05,1.30175e-05,1.23675e-05,1.21136e-05,1.15818e-05,1.11097e-05,1.06878e-05,1.03073e-05,9.96052e-06,9.64424e-06,9.35311e-06,8.93351e-06,8.69303e-06,8.46816e-06,8.1385e-06,7.8373e-06,7.66236e-06,7.40086e-06,7.15902e-06,6.93473e-06,6.72593e-06,6.53087e-06,6.28241e-06,6.11448e-06,5.89874e-06,5.75243e-06,5.56338e-06,5.3872e-06,5.22255e-06,5.06851e-06,4.88565e-06,4.75167e-06,4.59181e-06,4.44298e-06,4.30395e-06,4.17379e-06,4.02619e-06,3.91279e-06,3.78352e-06,3.66289e-06,3.54998e-06,3.44408e-06,3.32744e-06,3.21873e-06,3.1171e-06,3.02189e-06,2.91944e-06,2.82392e-06,2.73464e-06,2.64034e-06,2.56239e-06,2.4797e-06,2.39364e-06,2.32156e-06,2.24619e-06,2.16856e-06,2.10284e-06,2.02867e-06,1.9654e-06,1.90062e-06,1.84006e-06,1.77857e-06,1.72112e-06,1.66321e-06,1.60913e-06,1.55491e-06,1.50427e-06,1.45688e-06,1.40655e-06,1.36236e-06,1.31577e-06,1.27229e-06,1.23163e-06,1.18935e-06,1.1499e-06,1.11301e-06,1.07504e-06,1.0396e-06,1.00645e-06,9.72581e-07,9.39651e-07,9.08899e-07,8.78984e-07,8.49936e-07,8.20788e-07,7.93597e-07,7.67304e-07,7.41908e-07
1.728e-08,1.22185,0.533973,0.229165,0.0910853,0.035953,0.00634005,0.00303293,0.0015872,0.000551723,0.000366439,0.000258302,0.000191399,0.000116805,9.96695e-05,7.82124e-05,6.38216e-05,5.37187e-05,4.63521e-05,4.08074e-05,3.65562e-05,3.31997e-05,3.04961e-05,2.82798e-05,2.64348e-05,2.48775e-05,2.22247e-05,2.12387e-05,2.03703e-05,1.87736e-05,1.81601e-05,1.69854e-05,1.6529e-05,1.5621e-05,1.4841e-05,1.45362e-05,1.38982e-05,1.33317e-05,1.28254e-05,1.23687e-05,1.19526e-05,1.15731e-05,1.12237e-05,1.07202e-05,1.04316e-05,1.01618e-05,9.76619e-06,9.4048e-06,9.19486e-06,8.88103e-06,8.5908e-06,8.32167e-06,8.07112e-06,7.83704e-06,7.53889e-06,7.33739e-06,7.07849e-06,6.9029e-06,6.67604e-06,6.46465e-06,6.26707e-06,6.08222e-06,5.86281e-06,5.70203e-06,5.51018e-06,5.33159e-06,5.16473e-06,5.00853e-06,4.83144e-06,4.69535e-06,4.54024e-06,4.39547e-06,4.25998e-06,4.1329e-06,3.99293e-06,3.86247e-06,3.74053e-06,3.62629e-06,3.50333e-06,3.38871e-06,3.28157e-06,3.16841e-06,3.07488e-06,2.97564e-06,2.87236e-06,2.78588e-06,2.69543e-06,2.60227e-06,2.52342e-06,2.4344e-06,2.35848e-06,2.28076e-06,2.20807e-06,2.13429e-06,2.06535e-06,1.99585e-06,1.93095e-06,1.86589e-06,1.80513e-06,1.74826e-06,1.68786e-06,1.63483e-06,1.57892e-06,1.52675e-06,1.47796e-06,1.42721e-06,1.37988e-06,1.33562e-06,1.29005e-06,1.24752e-06,1.20773e-06,1.1671e-06,1.12758e-06,1.09068e-06,1.05478e-06,1.01992e-06,9.84949e-07,9.52318e-07,9.20764e-07,8.90291e-07
2.0736e-08,1.54817,0.656403,0.277795,0.109748,0.0432147,0.00761041,0.00364007,0.0019048,0.000662089,0.000439736,0.000309967,0.000229681,0.000140167,0.000119604,9.38553e-05,7.65863e-05,6.44625e-05,5.56226e-05,4.8969e-05,4.38675e-05,3.98397e-05,3.65952e-05,3.39357e-05,3.17218e-05,2.9853e-05,2.66696e-05,2.54865e-05,2.44443e-05,2.25282e-05,2.17922e-05,2.03825e-05,1.98348e-05,1.87452e-05,1.78092e-05,1.74436e-05,1.66778e-05,1.59981e-05,1.53905e-05,1.48425e-05,1.43432e-05,1.38877e-05,1.34685e-05,1.28643e-05,1.2518e-05,1.21942e-05,1.17194e-05,1.12857e-05,1.10338e-05,1.06573e-05,1.0309e-05,9.98601e-06,9.68533e-06,9.40445e-06,9.04667e-06,8.80489e-06,8.4942e-06,8.28348e-06,8.01124e-06,7.75756e-06,7.52047e-06,7.29868e-06,7.03536e-06,6.84242e-06,6.61223e-06,6.39791e-06,6.1977e-06,6.01025e-06,5.79774e-06,5.63444e-06,5.4483e-06,5.27457e-06,5.11197e-06,4.95949e-06,4.79152e-06,4.63496e-06,4.48862e-06,4.35154e-06,4.20401e-06,4.06645e-06,3.93788e-06,3.8021e-06,3.68985e-06,3.57077e-06,3.44684e-06,3.34305e-06,3.23452e-06,3.12274e-06,3.0281e-06,2.92128e-06,2.83019e-06,2.73691e-06,2.64969e-06,2.56114e-06,2.47842e-06,2.39502e-06,2.31715e-06,2.23907e-06,2.16616e-06,2.09791e-06,2.02543e-06,1.9618e-06,1.8947e-06,1.8321e-06,1.77355e-06,1.71266e-06,1.65586e-06,1.60274e-06,1.54806e-06,1.49702e-06,1.44928e-06,1.40052e-06,1.3531e-06,1.30882e-06,1.26573e-06,1.22391e-06,1.18194e-06,1.14278e-06,1.10492e-06,1.06835e-06
2.4883e-08,2.00126,0.812183,0.337518,0.132347,0.0519602,0.00913583,0.00436883,0.00228596,0.000794528,0.000527691,0.000371962,0.00027562,0.000168201,0.000143525,0.000112626,9.19032e-05,7.73547e-05,6.67468e-05,5.87624e-05,5.26407e-05,4.78073e-05,4.3914e-05,4.07226e-05,3.80658e-05,3.58234e-05,3.20033e-05,3.05837e-05,2.9333e-05,2.70337e-05,2.61505e-05,2.44588e-05,2.38016e-05,2.24942e-05,2.13709e-05,2.09321e-05,2.00132e-05,1.91975e-05,1.84684e-05,1.78109e-05,1.72117e-05,1.66651e-05,1.61621e-05,1.5437e-05,1.50215e-05,1.46329e-05,1.40632e-05,1.35428e-05,1.32405e-05,1.27886e-05,1.23707e-05,1.19831e-05,1.16223e-05,1.12853e-05,1.08559e-05,1.05658e-05,1.0193e-05,9.94011e-06,9.61345e-06,9.30902e-06,9.02453e-06,8.75835e-06,8.44237e-06,8.21085e-06,7.93462e-06,7.67744e-06,7.43718e-06,7.21225e-06,6.95724e-06,6.76128e-06,6.53791e-06,6.32946e-06,6.13433e-06,5.95134e-06,5.74979e-06,5.56193e-06,5.38632e-06,5.2218e-06,5.04477e-06,4.87971e-06,4.72542e-06,4.56248e-06,4.42778e-06,4.28489e-06,4.13618e-06,4.01164e-06,3.88139e-06,3.74726e-06,3.63369e-06,3.50551e-06,3.3962e-06,3.28427e-06,3.1796e-06,3.07336e-06,2.97408e-06,2.87401e-06,2.78056e-06,2.68686e-06,2.59937e-06,2.51748e-06,2.43049e-06,2.35414e-06,2.27362e-06,2.19851e-06,2.12825e-06,2.05518e-06,1.98701e-06,1.92327e-06,1.85766e-06,1.79642e-06,1.73913e-06,1.68061e-06,1.62371e-06,1.57057e-06,1.51887e-06,1.46868e-06,1.41832e-06,1.37133e-06,1.32589e-06,1.28201e-06
2.986e-08,2.66997,1.01403,0.411289,0.15977,0.0625024,0.0109681,0.00524383,0.0027435,0.000953487,0.000633257,0.000446371,0.000330753,0.000201846,0.000172234,0.000135154,0.000110286,9.28273e-05,8.00975e-05,7.05161e-05,6.31697e-05,5.73697e-05,5.26977e-05,4.8868e-05,4.56797e-05,4.29888e-05,3.84046e-05,3.67008e-05,3.52002e-05,3.2441e-05,3.1381e-05,2.93511e-05,2.85624e-05,2.69934e-05,2.56455e-05,2.51189e-05,2.40162e-05,2.30374e-05,2.21624e-05,2.13734e-05,2.06543e-05,1.99984e-05,1.93948e-05,1.85247e-05,1.80261e-05,1.75597e-05,1.68761e-05,1.62516e-05,1.58888e-05,1.53466e-05,1.4845e-05,1.438e-05,1.3947e-05,1.35425e-05,1.30273e-05,1.26791e-05,1.22318e-05,1.19283e-05,1.15363e-05,1.1171e-05,1.08296e-05,1.05102e-05,1.0131e-05,9.85316e-06,9.52167e-06,9.21305e-06,8.92473e-06,8.65482e-06,8.34881e-06,8.11364e-06,7.8456e-06,7.59545e-06,7.3613e-06,7.14171e-06,6.89985e-06,6.6744e-06,6.46368e-06,6.26627e-06,6.05382e-06,5.85574e-06,5.67058e-06,5.47505e-06,5.31343e-06,5.14195e-06,4.96348e-06,4.81404e-06,4.65773e-06,4.49677e-06,4.36049e-06,4.20667e-06,4.0755e-06,3.94117e-06,3.81558e-06,3.68807e-06,3.56895e-06,3.44886e-06,3.33672e-06,3.22428e-06,3.11929e-06,3.02101e-06,2.91664e-06,2.82501e-06,2.72839e-06,2.63825e-06,2.55394e-06,2.46625e-06,2.38445e-06,2.30796e-06,2.22922e-06,2.15573e-06,2.08698e-06,2.01676e-06,1.94848e-06,1.88471e-06,1.82267e-06,1.76244e-06,1.70201e-06,1.64562e-06,1.59109e-06,1.53844e-06
3.5832e-08,3.71855,1.28263,0.503052,0.193122,0.0752196,0.0131687,0.00629425,0.00329266,0.00114424,0.000759934,0.000535657,0.000396911,0.000242217,0.000206682,0.000162187,0.000132344,0.000111393,9.61174e-05,8.46196e-05,7.5804e-05,6.88438e-05,6.32374e-05,5.86416e-05,5.48157e-05,5.15866e-05,4.60855e-05,4.40411e-05,4.22403e-05,3.89292e-05,3.76573e-05,3.52213e-05,3.42749e-05,3.23921e-05,3.07746e-05,3.01427e-05,2.88195e-05,2.76449e-05,2.6595e-05,2.56481e-05,2.47852e-05,2.39982e-05,2.32738e-05,2.22296e-05,2.16313e-05,2.10717e-05,2.02513e-05,1.95019e-05,1.90666e-05,1.84159e-05,1.78141e-05,1.7256e-05,1.67364e-05,1.6251e-05,1.56328e-05,1.5215e-05,1.46781e-05,1.4314e-05,1.38436e-05,1.34052e-05,1.29955e-05,1.26122e-05,1.21572e-05,1.18238e-05,1.1426e-05,1.10557e-05,1.07097e-05,1.03858e-05,1.00186e-05,9.73639e-06,9.41473e-06,9.11455e-06,8.83358e-06,8.57006e-06,8.27982e-06,8.0093e-06,7.75642e-06,7.51952e-06,7.26458e-06,7.02689e-06,6.8047e-06,6.57008e-06,6.37611e-06,6.17034e-06,5.95619e-06,5.77685e-06,5.58928e-06,5.39613e-06,5.2326e-06,5.04802e-06,4.8906e-06,4.72941e-06,4.5787e-06,4.4257e-06,4.28274e-06,4.13864e-06,4.00406e-06,3.86914e-06,3.74315e-06,3.62522e-06,3.49997e-06,3.39002e-06,3.27407e-06,3.1659e-06,3.06473e-06,2.9595e-06,2.86134e-06,2.76956e-06,2.67507e-06,2.58688e-06,2.50438e-06,2.42012e-06,2.33818e-06,2.26165e-06,2.18721e-06,2.11493e-06,2.04241e-06,1.97474e-06,1.90931e-06,1.84612e-06
4.2998e-08,5.1754,1.65454,0.618283,0.233808,0.0905776,0.0158125,0.00755541,0.00395182,0.00137316,0.000911951,0.000642802,0.0004763,0.000290662,0.00024802,0.000194623,0.000158812,0.000133671,0.00011534,0.000101543,9.09642e-05,8.26119e-05,7.58843e-05,7.03695e-05,6.57784e-05,6.19035e-05,5.53023e-05,5.28489e-05,5.06879e-05,4.67147e-05,4.51884e-05,4.22652e-05,4.11295e-05,3.88702e-05,3.69292e-05,3.6171e-05,3.45831e-05,3.31736e-05,3.19137e-05,3.07775e-05,2.9742e-05,2.87976e-05,2.79283e-05,2.66753e-05,2.59574e-05,2.52859e-05,2.43014e-05,2.34022e-05,2.28798e-05,2.20989e-05,2.13767e-05,2.0707e-05,2.00835e-05,1.95011e-05,1.87592e-05,1.82578e-05,1.76136e-05,1.71767e-05,1.66121e-05,1.60861e-05,1.55945e-05,1.51346e-05,1.45885e-05,1.41885e-05,1.37111e-05,1.32667e-05,1.28515e-05,1.24629e-05,1.20222e-05,1.16836e-05,1.12976e-05,1.09374e-05,1.06002e-05,1.0284e-05,9.9357e-06,9.61108e-06,9.30762e-06,9.02337e-06,8.71744e-06,8.43221e-06,8.16559e-06,7.88404e-06,7.65127e-06,7.40436e-06,7.14736e-06,6.93216e-06,6.70709e-06,6.47531e-06,6.27907e-06,6.05758e-06,5.86867e-06,5.67525e-06,5.49439e-06,5.3108e-06,5.13925e-06,4.96633e-06,4.80484e-06,4.64294e-06,4.49174e-06,4.35024e-06,4.19993e-06,4.06799e-06,3.92886e-06,3.79905e-06,3.67765e-06,3.55137e-06,3.43358e-06,3.32345e-06,3.21006e-06,3.10423e-06,3.00523e-06,2.90412e-06,2.80578e-06,2.71396e-06,2.62463e-06,2.5379e-06,2.45087e-06,2.36967e-06,2.29116e-06,2.21533e-06
