,0.3231,0.34055,0.358,0.37545,0.3929,0.41035,0.4278,0.44525,0.48015,0.51505,0.5325,0.54995,0.58485,0.6023,0.6372,0.6721,0.68955,0.72445,0.75935,0.79425,0.82915,0.86405,0.89895,0.9513,0.9862,1.03855,1.07345,1.1258,1.17815,1.2305,1.3003,1.35265,1.42245,1.4748,1.52715,1.6144,1.6842,1.77145,1.84125,1.9285,2.01575,2.103,2.19025,2.3124,2.3822,2.50435,2.6265,2.7312,2.8708,2.99295,3.13255,3.27215,3.41175,3.58625,3.76075,3.90035,4.10975,4.2668,4.4762,4.66815,4.87755,5.1044,5.33125,5.593,5.8373,6.09905,6.3608,6.6749,6.9541,7.2682,7.6172,7.94875,8.29775,8.6642,9.06555,9.4669,9.90315,10.3568,10.8106,11.2992,11.8052,12.3461,12.922,13.4978,14.0911,14.7194,15.3999,16.0804,16.7959,17.5637,18.3664,19.204,20.059,20.9665,21.9088,22.886,23.9329,24.9974,26.1317,27.3008
1e-07,0.000484907,0.000686875,0.000734557,0.00065648,0.000525725,0.000395705,0.000289152,0.000209608,0.000113127,6.58515e-05,5.19436e-05,4.18765e-05,2.89032e-05,2.46615e-05,1.87742e-05,1.50097e-05,1.36225e-05,1.14965e-05,9.96154e-06,8.81227e-06,7.92464e-06,7.22063e-06,6.64939e-06,5.96953e-06,5.60236e-06,5.14453e-06,4.88697e-06,4.55488e-06,4.2735e-06,4.03123e-06,3.75505e-06,3.57557e-06,3.36525e-06,3.22531e-06,3.09806e-06,2.90936e-06,2.77585e-06,2.62675e-06,2.51945e-06,2.39789e-06,2.28824e-06,2.1887e-06,2.09787e-06,1.98318e-06,1.92331e-06,1.82706e-06,1.74024e-06,1.67228e-06,1.58969e-06,1.52394e-06,1.45527e-06,1.3926e-06,1.33516e-06,1.26976e-06,1.21053e-06,1.167e-06,1.10732e-06,1.06644e-06,1.01642e-06,9.74546e-07,9.32644e-07,8.91146e-07,8.53193e-07,8.13239e-07,7.7919e-07,7.45743e-07,7.15053e-07,6.81407e-07,6.54054e-07,6.25795e-07,5.97133e-07,5.72235e-07,5.48178e-07,5.25003e-07,5.01772e-07,4.8051e-07,4.59353e-07,4.39241e-07,4.20818e-07,4.0263e-07,3.8538e-07,3.68503e-07,3.5209e-07,3.37076e-07,3.22891e-07,3.09117e-07,2.95463e-07,2.82965e-07,2.70917e-07,2.59079e-07,2.47761e-07,2.36959e-07,2.26862e-07,2.17048e-07,2.07716e-07,1.98849e-07,1.90154e-07,1.82059e-07,1.74159e-07,1.66703e-07
1.12e-07,0.000543099,0.000769304,0.00082271,0.000735261,0.000588815,0.000443189,0.00032385,0.00023476,0.000126703,7.37538e-05,5.81769e-05,4.69017e-05,3.23716e-05,2.7621e-05,2.10271e-05,1.68109e-05,1.52573e-05,1.2876e-05,1.11569e-05,9.86975e-06,8.87559e-06,8.08711e-06,7.44732e-06,6.68588e-06,6.27465e-06,5.76188e-06,5.4734e-06,5.10147e-06,4.78633e-06,4.51498e-06,4.20566e-06,4.00463e-06,3.76907e-06,3.61235e-06,3.46982e-06,3.25848e-06,3.10895e-06,2.94196e-06,2.82178e-06,2.68564e-06,2.56282e-06,2.45135e-06,2.34962e-06,2.22117e-06,2.15411e-06,2.0463e-06,1.94907e-06,1.87295e-06,1.78045e-06,1.70682e-06,1.6299e-06,1.55971e-06,1.49538e-06,1.42213e-06,1.35579e-06,1.30704e-06,1.2402e-06,1.19441e-06,1.13839e-06,1.09149e-06,1.04456e-06,9.98082e-07,9.55576e-07,9.10829e-07,8.72693e-07,8.35232e-07,8.00859e-07,7.63176e-07,7.32541e-07,7.00891e-07,6.68789e-07,6.40904e-07,6.13959e-07,5.88004e-07,5.61984e-07,5.38171e-07,5.14476e-07,4.91951e-07,4.71315e-07,4.50945e-07,4.31625e-07,4.12723e-07,3.94341e-07,3.77526e-07,3.61638e-07,3.46212e-07,3.30919e-07,3.16921e-07,3.03427e-07,2.90168e-07,2.77492e-07,2.65394e-07,2.54086e-07,2.43093e-07,2.32642e-07,2.22711e-07,2.12972e-07,2.03906e-07,1.95058e-07,1.86707e-07
1.25e-07,0.000608274,0.000861626,0.000921442,0.0008235,0.000659476,0.000496375,0.000362713,0.000262934,0.000141907,8.26043e-05,6.51582e-05,5.25301e-05,3.62562e-05,3.09354e-05,2.35505e-05,1.88281e-05,1.70881e-05,1.44212e-05,1.24957e-05,1.10541e-05,9.94067e-06,9.05756e-06,8.34099e-06,7.48818e-06,7.0276e-06,6.4533e-06,6.13022e-06,5.71364e-06,5.36068e-06,5.05678e-06,4.71034e-06,4.48519e-06,4.22137e-06,4.04584e-06,3.8862e-06,3.6495e-06,3.48202e-06,3.295e-06,3.1604e-06,3.00792e-06,2.87036e-06,2.74551e-06,2.63158e-06,2.4877e-06,2.4126e-06,2.29186e-06,2.18295e-06,2.09771e-06,1.9941e-06,1.91164e-06,1.82549e-06,1.74687e-06,1.67482e-06,1.59279e-06,1.51848e-06,1.46388e-06,1.38902e-06,1.33774e-06,1.275e-06,1.22247e-06,1.16991e-06,1.11785e-06,1.07024e-06,1.02013e-06,9.77416e-07,9.3546e-07,8.96963e-07,8.54758e-07,8.20446e-07,7.84999e-07,7.49043e-07,7.17812e-07,6.87634e-07,6.58564e-07,6.29423e-07,6.02752e-07,5.76213e-07,5.50985e-07,5.27873e-07,5.05059e-07,4.8342e-07,4.6225e-07,4.41662e-07,4.22829e-07,4.05035e-07,3.87757e-07,3.70629e-07,3.54951e-07,3.39838e-07,3.24988e-07,3.10791e-07,2.97241e-07,2.84576e-07,2.72264e-07,2.60559e-07,2.49437e-07,2.38529e-07,2.28375e-07,2.18465e-07,2.09113e-07
1.4e-07,0.000681272,0.00096503,0.00103203,0.000922327,0.000738619,0.000555944,0.000406241,0.000294485,0.000158937,9.2517e-05,7.29772e-05,5.88338e-05,4.0607e-05,3.46478e-05,2.63765e-05,2.10876e-05,1.91388e-05,1.61517e-05,1.39952e-05,1.23807e-05,1.11336e-05,1.01445e-05,9.34192e-06,8.38678e-06,7.87093e-06,7.22771e-06,6.86585e-06,6.39929e-06,6.00398e-06,5.6636e-06,5.27558e-06,5.02342e-06,4.72793e-06,4.53134e-06,4.35255e-06,4.08745e-06,3.89987e-06,3.69041e-06,3.53965e-06,3.36887e-06,3.21481e-06,3.07498e-06,2.94737e-06,2.78624e-06,2.70212e-06,2.56689e-06,2.44491e-06,2.34944e-06,2.2334e-06,2.14104e-06,2.04455e-06,1.9565e-06,1.8758e-06,1.78393e-06,1.7007e-06,1.63956e-06,1.55571e-06,1.49827e-06,1.42801e-06,1.36917e-06,1.3103e-06,1.252e-06,1.19868e-06,1.14254e-06,1.09471e-06,1.04772e-06,1.0046e-06,9.5733e-07,9.18901e-07,8.79199e-07,8.3893e-07,8.03951e-07,7.70151e-07,7.37593e-07,7.04954e-07,6.75083e-07,6.4536e-07,6.17104e-07,5.91219e-07,5.65667e-07,5.41432e-07,5.17722e-07,4.94662e-07,4.73569e-07,4.53639e-07,4.34288e-07,4.15105e-07,3.97546e-07,3.80619e-07,3.63988e-07,3.48086e-07,3.3291e-07,3.18725e-07,3.04937e-07,2.91826e-07,2.7937e-07,2.67153e-07,2.5578e-07,2.44681e-07,2.34206e-07
1.57e-07,0.000763026,0.00108084,0.00115588,0.00103301,0.000827257,0.000622661,0.000454993,0.000329827,0.000178009,0.000103619,8.17345e-05,6.58938e-05,4.54797e-05,3.88055e-05,2.95417e-05,2.3618e-05,2.14354e-05,1.809e-05,1.56747e-05,1.38663e-05,1.24696e-05,1.13618e-05,1.04629e-05,9.39318e-06,8.81543e-06,8.09503e-06,7.68974e-06,7.1672e-06,6.72445e-06,6.34322e-06,5.90865e-06,5.62623e-06,5.29528e-06,5.07509e-06,4.87486e-06,4.57794e-06,4.36785e-06,4.13325e-06,3.9644e-06,3.77313e-06,3.60059e-06,3.44397e-06,3.30105e-06,3.12058e-06,3.02637e-06,2.87491e-06,2.7383e-06,2.63137e-06,2.5014e-06,2.39796e-06,2.2899e-06,2.19128e-06,2.1009e-06,1.998e-06,1.90479e-06,1.8363e-06,1.74239e-06,1.67806e-06,1.59936e-06,1.53347e-06,1.46753e-06,1.40224e-06,1.34252e-06,1.27965e-06,1.22607e-06,1.17344e-06,1.12515e-06,1.07221e-06,1.02917e-06,9.84703e-07,9.39601e-07,9.00424e-07,8.62569e-07,8.26104e-07,7.89548e-07,7.56093e-07,7.22803e-07,6.91156e-07,6.62165e-07,6.33547e-07,6.06403e-07,5.79847e-07,5.54021e-07,5.30397e-07,5.08076e-07,4.86403e-07,4.64918e-07,4.45251e-07,4.26293e-07,4.07666e-07,3.89857e-07,3.72859e-07,3.56972e-07,3.41529e-07,3.26845e-07,3.12894e-07,2.9921e-07,2.86473e-07,2.74043e-07,2.62311e-07
1.76e-07,0.000854594,0.00121055,0.00129459,0.00115698,0.000926535,0.000697382,0.000509593,0.000369405,0.00019937,0.000116053,9.15426e-05,7.3801e-05,5.09373e-05,4.34621e-05,3.30866e-05,2.64522e-05,2.40076e-05,2.02608e-05,1.75557e-05,1.55302e-05,1.39659e-05,1.27252e-05,1.17184e-05,1.05203e-05,9.87324e-06,9.06647e-06,8.6125e-06,8.02725e-06,7.53138e-06,7.10441e-06,6.61768e-06,6.30137e-06,5.93071e-06,5.6841e-06,5.45983e-06,5.12729e-06,4.89199e-06,4.62923e-06,4.44012e-06,4.22591e-06,4.03265e-06,3.85724e-06,3.69717e-06,3.49504e-06,3.38953e-06,3.2199e-06,3.06689e-06,2.94713e-06,2.80157e-06,2.68571e-06,2.56468e-06,2.45423e-06,2.353e-06,2.23775e-06,2.13336e-06,2.05665e-06,1.95147e-06,1.87942e-06,1.79129e-06,1.71748e-06,1.64364e-06,1.5705e-06,1.50362e-06,1.43321e-06,1.3732e-06,1.31425e-06,1.26017e-06,1.20087e-06,1.15267e-06,1.10287e-06,1.05235e-06,1.00847e-06,9.66076e-07,9.25235e-07,8.84293e-07,8.46822e-07,8.09538e-07,7.74093e-07,7.41623e-07,7.09571e-07,6.7917e-07,6.49428e-07,6.20503e-07,5.94044e-07,5.69044e-07,5.4477e-07,5.20707e-07,4.98681e-07,4.77448e-07,4.56585e-07,4.36639e-07,4.17602e-07,3.99808e-07,3.82512e-07,3.66066e-07,3.50441e-07,3.35115e-07,3.2085e-07,3.06928e-07,2.93788e-07
1.97e-07,0.00095715,0.00135583,0.00144996,0.00129584,0.00103773,0.000781074,0.000570746,0.000413735,0.000223296,0.00012998,0.000102528,8.26573e-05,5.70498e-05,4.86776e-05,3.70571e-05,2.96264e-05,2.68885e-05,2.2692e-05,1.96623e-05,1.73939e-05,1.56419e-05,1.42523e-05,1.31247e-05,1.17828e-05,1.10581e-05,1.01544e-05,9.64598e-06,8.99053e-06,8.43515e-06,7.95696e-06,7.41178e-06,7.05752e-06,6.64242e-06,6.36619e-06,6.11501e-06,5.74255e-06,5.47902e-06,5.18474e-06,4.97294e-06,4.73301e-06,4.51657e-06,4.32011e-06,4.14083e-06,3.91445e-06,3.79627e-06,3.60629e-06,3.43492e-06,3.30079e-06,3.13775e-06,3.00799e-06,2.87244e-06,2.74873e-06,2.63536e-06,2.50628e-06,2.38936e-06,2.30345e-06,2.18565e-06,2.10495e-06,2.00624e-06,1.92358e-06,1.84087e-06,1.75896e-06,1.68405e-06,1.60519e-06,1.53798e-06,1.47196e-06,1.41139e-06,1.34498e-06,1.29099e-06,1.23521e-06,1.17863e-06,1.12949e-06,1.082e-06,1.03626e-06,9.90407e-07,9.48441e-07,9.06682e-07,8.66984e-07,8.30618e-07,7.9472e-07,7.6067e-07,7.27359e-07,6.94962e-07,6.65329e-07,6.37329e-07,6.10142e-07,5.83192e-07,5.58522e-07,5.34742e-07,5.11375e-07,4.89035e-07,4.67714e-07,4.47785e-07,4.28413e-07,4.09993e-07,3.92494e-07,3.75329e-07,3.59352e-07,3.43759e-07,3.29042e-07
2.21e-07,0.00107202,0.00151855,0.00162398,0.00145135,0.00116227,0.000874808,0.00063924,0.000463386,0.000250091,0.000145578,0.000114831,9.25762e-05,6.38959e-05,5.45189e-05,4.1504e-05,3.31817e-05,3.01152e-05,2.54151e-05,2.20218e-05,1.94811e-05,1.75188e-05,1.59625e-05,1.46996e-05,1.31968e-05,1.23851e-05,1.1373e-05,1.08035e-05,1.00694e-05,9.44739e-06,8.91178e-06,8.30125e-06,7.90444e-06,7.43951e-06,7.13012e-06,6.84883e-06,6.43164e-06,6.13651e-06,5.80694e-06,5.5697e-06,5.301e-06,5.05858e-06,4.83852e-06,4.63775e-06,4.38419e-06,4.25182e-06,4.03903e-06,3.84711e-06,3.69688e-06,3.51429e-06,3.36895e-06,3.21713e-06,3.07859e-06,2.9516e-06,2.80704e-06,2.67609e-06,2.57988e-06,2.44792e-06,2.35756e-06,2.247e-06,2.15442e-06,2.06177e-06,1.97003e-06,1.88614e-06,1.79782e-06,1.72254e-06,1.6486e-06,1.58076e-06,1.50637e-06,1.44591e-06,1.38344e-06,1.32007e-06,1.26503e-06,1.21184e-06,1.16062e-06,1.10926e-06,1.06225e-06,1.01548e-06,9.71027e-07,9.30292e-07,8.90089e-07,8.5195e-07,8.14644e-07,7.78355e-07,7.4517e-07,7.13808e-07,6.83363e-07,6.53176e-07,6.25544e-07,5.98909e-07,5.72739e-07,5.47717e-07,5.23838e-07,5.01518e-07,4.79822e-07,4.59193e-07,4.39595e-07,4.20367e-07,4.02475e-07,3.85009e-07,3.68528e-07
2.48e-07,0.00120067,0.00170079,0.00181888,0.00162554,0.00130175,0.000979795,0.000715953,0.000518994,0.000280103,0.000163047,0.000128611,0.000103685,7.15634e-05,6.10613e-05,4.64844e-05,3.71635e-05,3.3729e-05,2.84648e-05,2.46644e-05,2.18189e-05,1.96211e-05,1.7878e-05,1.64637e-05,1.47803e-05,1.38712e-05,1.27377e-05,1.21e-05,1.12777e-05,1.05811e-05,9.98119e-06,9.29735e-06,8.85295e-06,8.33223e-06,7.98573e-06,7.67068e-06,7.20348e-06,6.87291e-06,6.50372e-06,6.23808e-06,5.93709e-06,5.6656e-06,5.41915e-06,5.19426e-06,4.91028e-06,4.76203e-06,4.52372e-06,4.30875e-06,4.14052e-06,3.936e-06,3.77322e-06,3.60318e-06,3.44802e-06,3.30581e-06,3.14388e-06,2.9972e-06,2.88945e-06,2.74167e-06,2.64045e-06,2.51663e-06,2.41293e-06,2.30919e-06,2.20643e-06,2.11248e-06,2.01355e-06,1.92924e-06,1.84643e-06,1.77045e-06,1.68714e-06,1.61942e-06,1.54944e-06,1.47848e-06,1.41683e-06,1.35726e-06,1.29989e-06,1.24236e-06,1.18972e-06,1.13734e-06,1.08755e-06,1.04193e-06,9.96899e-07,9.54189e-07,9.12396e-07,8.71759e-07,8.34588e-07,7.99468e-07,7.65361e-07,7.31557e-07,7.00608e-07,6.70781e-07,6.41468e-07,6.13448e-07,5.86702e-07,5.61702e-07,5.37402e-07,5.14296e-07,4.92345e-07,4.70814e-07,4.50769e-07,4.31211e-07,4.12751e-07
