,1.80017,1.89668,1.99856,2.10615,2.21911,2.3385,2.46397,2.59659,2.736,2.88291,3.03805,3.20105,3.37335,3.55458,3.74547,3.94672,4.15869,4.3821,4.61767,4.86575,5.12741,5.40265,5.69291,5.99889,6.32132,6.66091,7.01873,7.3962,7.79334,8.21229,8.65339,9.11845,9.60852,10.1247,10.6688,11.2421,11.8462,12.4825,13.1535,13.8602,14.6047,15.3897,16.2165,17.088,18.006,18.9736,19.9931,21.0676,22.1993,23.3922,24.6494,25.9738,27.3693,28.8402,30.3898,32.0227,33.7435,35.5565,37.4672,39.4804,41.6016,43.8371,46.1924,48.6746,51.2901,54.0462,56.9502,60.0104,63.2347,66.6327,70.213,73.9856,77.9613,82.1504,86.5647,91.2159,96.1171,101.282,106.724,112.459,118.502,124.869,131.579,138.649,146.099,153.949,162.221,170.938,180.123,189.801,200
0.0146555,8.14898,7.80897,7.47828,7.15704,6.84729,6.54699,6.25787,5.97825,5.70956,5.45096,5.20182,4.96317,4.73336,4.51333,4.30249,4.10038,3.90693,3.72176,3.54453,3.37518,3.21318,3.0587,2.91105,2.77005,2.6355,2.5072,2.38484,2.26805,2.15691,2.05087,1.94992,1.85371,1.76208,1.67487,1.59182,1.51277,1.43754,1.36599,1.29787,1.23309,1.17149,1.11287,1.05715,1.00416,0.953799,0.905903,0.860383,0.817108,0.775997,0.736919,0.699777,0.664495,0.630972,0.599114,0.568856,0.540113,0.512805,0.48687,0.462234,0.438836,0.416616,0.39551,0.37547,0.356436,0.338362,0.321199,0.304904,0.28943,0.27474,0.26079,0.247546,0.234972,0.223034,0.211701,0.200941,0.190727,0.181031,0.171826,0.163088,0.154792,0.146918,0.139444,0.132348,0.125614,0.119221,0.113153,0.107393,0.101926,0.0967367,0.0918113,0.0871362
0.0294734,8.72517,8.36974,8.023,7.68525,7.35877,7.04153,6.73548,6.43891,6.15344,5.87824,5.61272,5.35803,5.11247,4.87707,4.65126,4.43458,4.227,4.02812,3.83761,3.65543,3.48104,3.31463,3.15548,3.0034,2.8582,2.71968,2.58751,2.46129,2.34112,2.22643,2.1172,2.01306,1.91384,1.81939,1.72941,1.64373,1.56219,1.4846,1.41072,1.34045,1.27361,1.21,1.14952,1.09199,1.0373,0.985286,0.935844,0.888831,0.844167,0.801703,0.76134,0.722993,0.686555,0.651922,0.619026,0.587772,0.558078,0.529874,0.503081,0.477632,0.453463,0.430504,0.408703,0.387995,0.368331,0.349658,0.331927,0.315089,0.299102,0.283921,0.269508,0.255824,0.242831,0.230495,0.218784,0.207666,0.197112,0.187091,0.177579,0.168549,0.159977,0.151839,0.144115,0.136783,0.129823,0.123216,0.116945,0.110993,0.105343,0.0999799,0.0948895
0.0441541,9.12398,8.75898,8.40207,8.05368,7.71628,7.38787,7.07053,6.76259,6.46579,6.17932,5.90262,5.63692,5.38052,5.13452,4.89834,4.67155,4.45412,4.24567,4.04587,3.85471,3.67163,3.49682,3.32957,3.16969,3.01698,2.87123,2.73212,2.59923,2.47266,2.35183,2.23673,2.12696,2.02235,1.92274,1.82783,1.73744,1.65139,1.56951,1.49152,1.41733,1.34675,1.27957,1.21569,1.15492,1.09714,1.04218,0.989936,0.940252,0.893044,0.848159,0.80549,0.764949,0.726423,0.689803,0.655017,0.621966,0.590563,0.560733,0.532393,0.505475,0.479909,0.455621,0.432557,0.41065,0.389844,0.370087,0.351326,0.33351,0.316594,0.30053,0.285277,0.270796,0.257046,0.243991,0.231597,0.21983,0.20866,0.198054,0.187986,0.178428,0.169355,0.160742,0.152566,0.144805,0.137438,0.130444,0.123806,0.117505,0.111524,0.105847,0.100459
0.0586993,9.44248,9.07053,8.70611,8.34975,8.00406,7.66706,7.34102,7.02423,6.71856,6.42323,6.13769,5.86329,5.59827,5.34381,5.09935,4.86445,4.63912,4.42298,4.21571,4.0173,3.82719,3.6456,3.4718,3.3056,3.14679,2.99517,2.85042,2.71211,2.58034,2.45451,2.33462,2.22026,2.11125,2.00744,1.90851,1.81427,1.72453,1.63914,1.55779,1.4804,1.40676,1.33666,1.27,1.20657,1.14626,1.08889,1.03435,0.982472,0.933179,0.886309,0.841749,0.799408,0.75917,0.72092,0.684584,0.650058,0.617251,0.586087,0.556478,0.528353,0.50164,0.476261,0.452161,0.429267,0.407526,0.386878,0.367272,0.348651,0.330972,0.314182,0.29824,0.283104,0.268731,0.255086,0.24213,0.229831,0.218154,0.207067,0.196543,0.186551,0.177066,0.168062,0.159515,0.151401,0.143699,0.136388,0.129448,0.12286,0.116607,0.110672,0.105038
0.073116,15.2005,9.33652,8.96616,8.60339,8.25095,7.90693,7.57368,7.24953,6.93644,6.63367,6.34069,6.05892,5.78659,5.52494,5.27342,5.03159,4.79951,4.57678,4.36309,4.15845,3.96229,3.77487,3.59542,3.42375,3.25967,3.10299,2.95336,2.81035,2.67408,2.54392,2.41988,2.30153,2.18871,2.08124,1.97882,1.88123,1.7883,1.69985,1.61558,1.5354,1.4591,1.38646,1.31737,1.25163,1.18912,1.12965,1.0731,1.01932,0.968213,0.919611,0.873403,0.829494,0.787762,0.748091,0.710402,0.674589,0.640558,0.608229,0.577513,0.548335,0.52062,0.49429,0.469284,0.445531,0.422971,0.401547,0.381201,0.361879,0.343532,0.326109,0.309565,0.293857,0.278941,0.26478,0.251334,0.238568,0.226449,0.214942,0.204019,0.193649,0.183804,0.174458,0.165587,0.157165,0.14917,0.141581,0.134378,0.12754,0.121049,0.114888,0.10904
0.0874144,15.2005,15.2005,9.19696,8.82885,8.47072,8.12071,7.78126,7.45075,7.13122,6.82195,6.52246,6.23421,5.95544,5.68744,5.42967,5.18171,4.94362,4.71503,4.49562,4.28544,4.08389,3.89124,3.70674,3.53019,3.3614,3.20017,3.04617,2.89894,2.75862,2.62458,2.4968,2.37488,2.25863,2.14787,2.0423,1.9417,1.84589,1.75469,1.66779,1.58509,1.50639,1.43146,1.36019,1.29236,1.22786,1.16649,1.10814,1.05264,0.999886,0.949721,0.902024,0.856698,0.813617,0.772662,0.733751,0.696775,0.661637,0.628257,0.59654,0.566409,0.53779,0.510598,0.484775,0.460243,0.436944,0.414817,0.393804,0.373847,0.354897,0.3369,0.319812,0.303587,0.288179,0.273551,0.259662,0.246475,0.233956,0.222069,0.210785,0.200072,0.189902,0.180247,0.171082,0.162381,0.154122,0.146282,0.138839,0.131775,0.125069,0.118704,0.112662
0.101607,15.2005,15.2005,9.40683,9.03415,8.6711,8.31585,7.97095,7.6348,7.30953,6.99446,6.68911,6.39504,6.11045,5.8367,5.57327,5.31974,5.07619,4.84226,4.61764,4.40239,4.19591,3.99849,3.80936,3.62833,3.45522,3.28982,3.1318,2.9807,2.83667,2.69904,2.56784,2.44262,2.32321,2.20943,2.10095,1.99758,1.89912,1.80537,1.71604,1.63103,1.55012,1.47307,1.39978,1.33003,1.26369,1.20057,1.14055,1.08345,1.02919,0.977579,0.928506,0.88187,0.837542,0.795399,0.755358,0.717307,0.681146,0.646792,0.61415,0.583139,0.553682,0.525695,0.499114,0.473863,0.44988,0.427102,0.405471,0.384926,0.365419,0.346891,0.329299,0.312595,0.296733,0.281672,0.267372,0.253796,0.240906,0.228668,0.21705,0.206019,0.195547,0.185607,0.17617,0.167211,0.158707,0.150634,0.142971,0.135697,0.128792,0.122238,0.116016
0.115705,15.2005,15.2005,15.2005,9.22432,8.85694,8.49704,8.14725,7.80602,7.47555,7.15519,6.8445,6.54509,6.25516,5.97612,5.70746,5.44879,5.20018,4.9613,4.73186,4.51189,4.30083,4.09897,3.90553,3.72033,3.54318,3.3739,3.21213,3.05741,2.9099,2.76893,2.63452,2.50622,2.38385,2.26723,2.15604,2.05007,1.94912,1.85299,1.76139,1.6742,1.59121,1.51218,1.43699,1.36543,1.29738,1.23261,1.17102,1.11243,1.05674,1.00377,0.953409,0.905542,0.860043,0.816784,0.775681,0.73662,0.699497,0.664228,0.630715,0.598877,0.568633,0.539896,0.512604,0.486676,0.46205,0.438661,0.416448,0.395351,0.375318,0.356292,0.338226,0.321072,0.304781,0.289314,0.274628,0.260685,0.247447,0.234877,0.222945,0.211616,0.200861,0.190651,0.180958,0.171756,0.163022,0.15473,0.146859,0.139388,0.132295,0.125563,0.119173
0.129723,15.2005,15.2005,15.2005,15.2005,9.03151,8.66742,8.31321,7.96733,7.63209,7.30686,6.99122,6.68685,6.39196,6.10799,5.83445,5.57095,5.31761,5.07409,4.8401,4.6157,4.40033,4.19428,3.99678,3.80764,3.62669,3.45373,3.28841,3.13028,2.97948,2.83534,2.69788,2.56666,2.44149,2.32219,2.20842,2.09998,1.99667,1.89829,1.80452,1.71527,1.6303,1.54939,1.4724,1.39913,1.32943,1.2631,1.20002,1.14001,1.08297,1.02871,0.977116,0.928079,0.881465,0.837144,0.795032,0.755009,0.716971,0.680832,0.64649,0.613864,0.58287,0.553421,0.525451,0.498879,0.47364,0.449669,0.426903,0.40528,0.384748,0.365246,0.346729,0.329146,0.312448,0.296594,0.28154,0.267247,0.253678,0.240793,0.228561,0.216948,0.205922,0.195456,0.18552,0.176087,0.167133,0.158632,0.150563,0.142904,0.135633,0.128731,0.12218
