,0.343376,0.393362,0.421925,0.443347,0.493333,0.521896,0.571882,0.593304,0.64329,0.671853,0.700416,0.764683,0.793246,0.82895,0.864654,0.900358,0.936062,0.978907,1.01699,1.05508,1.10268,1.15029,1.19789,1.2455,1.30262,1.35975,1.41688,1.474,1.53589,1.59302,1.66442,1.73583,1.80724,1.87865,1.96434,2.05003,2.13572,2.22141,2.32138,2.40707,2.52132,2.62129,2.73554,2.8498,2.96405,3.09258,3.22112,3.36393,3.49247,3.64957,3.79238,3.96376,4.12086,4.29224,4.4779,4.66356,4.8635,5.06344,5.26339,5.49189,5.7204,5.97747,6.23454,6.4916,6.74867,7.03431,7.3485,7.63413,7.97689,8.29109,8.66241,9.00517,9.40505,9.77637,10.2048,10.6333,11.0903,11.5473
1e-08,0.025635,4.61278,4.43729,1.81427,0.198728,0.0577466,0.00670811,0.00339237,0.00074202,0.000397557,0.000229067,8.18171e-05,5.09966e-05,3.35981e-05,2.31838e-05,1.5629e-05,1.166e-05,8.50364e-06,6.24523e-06,4.9866e-06,3.86411e-06,2.93993e-06,2.39554e-06,1.91778e-06,1.56892e-06,1.3074e-06,1.10686e-06,9.27212e-07,7.92154e-07,6.76504e-07,5.85566e-07,5.12787e-07,4.53629e-07,3.9616e-07,3.49808e-07,3.11849e-07,2.75617e-07,2.49889e-07,2.24689e-07,2.00837e-07,1.83351e-07,1.66401e-07,1.52033e-07,1.38315e-07,1.26662e-07,1.16664e-07,1.07117e-07,9.89028e-08,9.11102e-08,8.43767e-08,7.85089e-08,7.29186e-08,6.76481e-08,6.30488e-08,5.90049e-08,5.51659e-08,5.15474e-08,4.84931e-08,4.54665e-08,4.27823e-08,4.01055e-08,3.77339e-08,3.56192e-08,3.35241e-08,3.1656e-08,2.98225e-08,2.81857e-08,2.65898e-08,2.51622e-08,2.3878e-08,2.26252e-08,2.14136e-08,2.03242e-08,1.92727e-08,1.83241e-08,1.74097e-08,1.65328e-08,1.57399e-08
1.32e-08,0.0338588,6.29679,5.99433,2.56353,0.264972,0.076472,0.00885874,0.00447905,0.000979531,0.000524796,0.000302375,0.000108,6.7316e-05,4.43498e-05,3.06028e-05,2.06303e-05,1.53913e-05,1.12248e-05,8.24371e-06,6.58232e-06,5.10062e-06,3.88072e-06,3.16211e-06,2.53147e-06,2.07097e-06,1.72576e-06,1.46105e-06,1.22392e-06,1.04565e-06,8.92985e-07,7.72947e-07,6.76882e-07,5.98789e-07,5.22931e-07,4.61747e-07,4.11641e-07,3.63815e-07,3.29854e-07,2.96589e-07,2.65105e-07,2.42023e-07,2.19649e-07,2.00683e-07,1.82575e-07,1.67194e-07,1.53996e-07,1.41395e-07,1.30552e-07,1.20265e-07,1.11377e-07,1.03631e-07,9.62526e-08,8.92955e-08,8.32246e-08,7.78864e-08,7.2819e-08,6.80426e-08,6.40107e-08,6.00159e-08,5.64726e-08,5.29393e-08,4.98087e-08,4.70172e-08,4.42518e-08,4.17858e-08,3.93656e-08,3.72051e-08,3.50986e-08,3.32141e-08,3.1519e-08,2.98652e-08,2.82661e-08,2.6828e-08,2.544e-08,2.41879e-08,2.29808e-08,2.18233e-08,2.07768e-08
1.74e-08,0.0447292,7.91523,7.4309,3.64757,0.3545,0.101376,0.0117006,0.00591426,0.00129309,0.000692765,0.000399149,0.000142562,8.8858e-05,5.8542e-05,4.03958e-05,2.72321e-05,2.03165e-05,1.48167e-05,1.08817e-05,8.68867e-06,6.73283e-06,5.12255e-06,4.17399e-06,3.34154e-06,2.73368e-06,2.27801e-06,1.92858e-06,1.61557e-06,1.38025e-06,1.17874e-06,1.02029e-06,8.93482e-07,7.90405e-07,6.90271e-07,6.09507e-07,5.43368e-07,4.80234e-07,4.35406e-07,3.91498e-07,3.49939e-07,3.1947e-07,2.89937e-07,2.64901e-07,2.41e-07,2.20696e-07,2.03275e-07,1.86641e-07,1.72328e-07,1.5875e-07,1.47018e-07,1.36794e-07,1.27053e-07,1.1787e-07,1.09856e-07,1.0281e-07,9.6121e-08,8.98161e-08,8.44944e-08,7.9221e-08,7.45439e-08,6.98799e-08,6.57475e-08,6.20629e-08,5.84123e-08,5.51574e-08,5.19627e-08,4.91108e-08,4.63301e-08,4.38426e-08,4.1605e-08,3.94221e-08,3.73112e-08,3.54129e-08,3.35808e-08,3.1928e-08,3.03346e-08,2.88068e-08,2.74254e-08
2.3e-08,0.0591048,9.2165,8.56873,5.02525,0.476475,0.13458,0.0154571,0.0078102,0.00170708,0.000914513,0.000526899,0.000188185,0.000117294,7.72761e-05,5.33228e-05,3.59466e-05,2.68178e-05,1.95582e-05,1.43639e-05,1.1469e-05,8.88732e-06,6.76177e-06,5.50967e-06,4.41084e-06,3.60846e-06,3.00698e-06,2.54573e-06,2.13256e-06,1.82194e-06,1.55594e-06,1.34678e-06,1.1794e-06,1.04333e-06,9.11155e-07,8.04548e-07,7.17243e-07,6.33911e-07,5.74738e-07,5.16778e-07,4.61919e-07,4.21701e-07,3.82718e-07,3.49669e-07,3.1812e-07,2.91319e-07,2.68324e-07,2.46367e-07,2.27473e-07,2.09551e-07,1.94064e-07,1.80568e-07,1.67711e-07,1.55588e-07,1.45011e-07,1.35709e-07,1.2688e-07,1.18557e-07,1.11533e-07,1.04572e-07,9.83981e-08,9.22414e-08,8.67867e-08,8.1923e-08,7.71044e-08,7.28078e-08,6.85908e-08,6.48262e-08,6.11558e-08,5.78724e-08,5.49187e-08,5.20373e-08,4.92508e-08,4.67451e-08,4.43267e-08,4.21449e-08,4.00417e-08,3.8025e-08,3.62015e-08
3.04e-08,0.0781273,10.2219,9.44872,6.37592,0.644493,0.178995,0.0204247,0.0103154,0.00225368,0.00120726,0.000695547,0.00024841,0.00015483,0.000102006,7.03866e-05,4.74497e-05,3.53997e-05,2.58169e-05,1.89603e-05,1.51392e-05,1.17313e-05,8.92557e-06,7.27277e-06,5.82231e-06,4.76317e-06,3.96922e-06,3.36037e-06,2.81498e-06,2.40496e-06,2.05384e-06,1.77776e-06,1.5568e-06,1.3772e-06,1.20272e-06,1.062e-06,9.46765e-07,8.36764e-07,7.58654e-07,6.82148e-07,6.09733e-07,5.56644e-07,5.05188e-07,4.61563e-07,4.19916e-07,3.8454e-07,3.54187e-07,3.25203e-07,3.00264e-07,2.76606e-07,2.56164e-07,2.3835e-07,2.21378e-07,2.05377e-07,1.91414e-07,1.79136e-07,1.67482e-07,1.56496e-07,1.47223e-07,1.38035e-07,1.29885e-07,1.21759e-07,1.14558e-07,1.08138e-07,1.01778e-07,9.61062e-08,9.054e-08,8.55705e-08,8.07257e-08,7.63916e-08,7.24927e-08,6.86893e-08,6.50111e-08,6.17034e-08,5.85112e-08,5.56313e-08,5.28551e-08,5.0193e-08,4.7786e-08
4.01e-08,0.103326,11.0118,10.1437,7.46814,0.879625,0.238672,0.0269982,0.0136265,0.00297543,0.00159378,0.000918189,0.000327911,0.00020438,0.000134649,9.2911e-05,6.26339e-05,4.67277e-05,3.40784e-05,2.50277e-05,1.99837e-05,1.54853e-05,1.17817e-05,9.60001e-06,7.68545e-06,6.28739e-06,5.23936e-06,4.43567e-06,3.71576e-06,3.17454e-06,2.71106e-06,2.34663e-06,2.05498e-06,1.8179e-06,1.5876e-06,1.40184e-06,1.24972e-06,1.10452e-06,1.00142e-06,9.00431e-07,8.04847e-07,7.3477e-07,6.66845e-07,6.09263e-07,5.5429e-07,5.07595e-07,4.67525e-07,4.29267e-07,3.9635e-07,3.65122e-07,3.38136e-07,3.1462e-07,2.92219e-07,2.71097e-07,2.52667e-07,2.3646e-07,2.21076e-07,2.06574e-07,1.94334e-07,1.82205e-07,1.71449e-07,1.60721e-07,1.51217e-07,1.42742e-07,1.34346e-07,1.2686e-07,1.19512e-07,1.12953e-07,1.06558e-07,1.00837e-07,9.56902e-08,9.06696e-08,8.58145e-08,8.14484e-08,7.72347e-08,7.34331e-08,6.97685e-08,6.62546e-08,6.30774e-08
5.29e-08,0.136727,11.6493,10.7077,8.31195,1.21468,0.31934,0.0357032,0.0180048,0.00392861,0.0021041,0.00121213,0.000432861,0.000269789,0.00017774,0.000122645,8.26775e-05,6.1681e-05,4.49836e-05,3.30367e-05,2.63786e-05,2.04407e-05,1.55519e-05,1.26721e-05,1.01448e-05,8.29936e-06,6.91594e-06,5.8551e-06,4.90481e-06,4.19039e-06,3.5786e-06,3.09756e-06,2.71257e-06,2.39963e-06,2.09563e-06,1.85043e-06,1.64964e-06,1.45797e-06,1.32188e-06,1.18857e-06,1.0624e-06,9.69896e-07,8.80235e-07,8.04229e-07,7.31662e-07,6.70024e-07,6.17134e-07,5.66635e-07,5.2318e-07,4.8196e-07,4.46339e-07,4.15301e-07,3.85729e-07,3.57849e-07,3.33519e-07,3.12126e-07,2.91819e-07,2.72678e-07,2.56522e-07,2.40512e-07,2.26311e-07,2.12152e-07,1.99607e-07,1.8842e-07,1.77338e-07,1.67456e-07,1.57757e-07,1.49098e-07,1.40656e-07,1.33104e-07,1.26311e-07,1.19684e-07,1.13275e-07,1.07512e-07,1.0195e-07,9.69318e-08,9.20943e-08,8.74559e-08,8.3262e-08
6.98e-08,0.181063,12.1765,11.1763,8.97495,1.70411,0.429272,0.0472433,0.0237979,0.00518756,0.00277799,0.00160022,0.000571408,0.000356134,0.000234623,0.000161894,0.000109135,8.14197e-05,5.93788e-05,4.36087e-05,3.48199e-05,2.69818e-05,2.05286e-05,1.67272e-05,1.33912e-05,1.09552e-05,9.12908e-06,7.72871e-06,6.47438e-06,5.53133e-06,4.72376e-06,4.08878e-06,3.5806e-06,3.16752e-06,2.76623e-06,2.44258e-06,2.17752e-06,1.92453e-06,1.74488e-06,1.56892e-06,1.40237e-06,1.28027e-06,1.16191e-06,1.06158e-06,9.65798e-07,8.84432e-07,8.14618e-07,7.4796e-07,6.90601e-07,6.36186e-07,5.89169e-07,5.48196e-07,5.09163e-07,4.72361e-07,4.40247e-07,4.12008e-07,3.85203e-07,3.59935e-07,3.38608e-07,3.17474e-07,2.98733e-07,2.80041e-07,2.63481e-07,2.48715e-07,2.34086e-07,2.21041e-07,2.08238e-07,1.9681e-07,1.85667e-07,1.75698e-07,1.66731e-07,1.57984e-07,1.49524e-07,1.41916e-07,1.34574e-07,1.2795e-07,1.21565e-07,1.15442e-07,1.09906e-07
9.22e-08,0.240026,12.6214,11.5734,9.51051,2.43234,0.580765,0.0625629,0.0314678,0.0068507,0.00366794,0.00211266,0.000754313,0.000470119,0.000309711,0.000213703,0.000144061,0.000107475,7.83806e-05,5.75637e-05,4.59624e-05,3.56161e-05,2.70978e-05,2.20799e-05,1.76763e-05,1.44608e-05,1.20504e-05,1.02019e-05,8.54614e-06,7.30138e-06,6.23539e-06,5.3972e-06,4.72639e-06,4.18112e-06,3.65143e-06,3.2242e-06,2.87433e-06,2.54038e-06,2.30324e-06,2.07097e-06,1.85113e-06,1.68995e-06,1.53373e-06,1.40129e-06,1.27485e-06,1.16745e-06,1.0753e-06,9.87305e-07,9.11591e-07,8.39766e-07,7.77704e-07,7.23618e-07,6.72095e-07,6.23514e-07,5.81125e-07,5.4385e-07,5.08466e-07,4.75114e-07,4.46963e-07,4.19067e-07,3.94327e-07,3.69654e-07,3.47795e-07,3.28304e-07,3.08992e-07,2.91775e-07,2.74875e-07,2.59788e-07,2.45079e-07,2.31922e-07,2.20085e-07,2.08537e-07,1.97371e-07,1.87329e-07,1.77637e-07,1.68894e-07,1.60466e-07,1.52384e-07,1.45076e-07
