6.94e-08,21.6904,21.4726,19.9435,18.2964,15.9323,13.4658,6.63003,4.54437,2.67492,0.337792,0.246367,0.112498,0.069409,0.0566178,0.0431358,0.0330434,0.0271248,0.0230299,0.0200577,0.0178167,0.0153209,0.0141221,0.0125926,0.0117968,0.010811,0.0100048,0.00933323,0.0087633,0.00826734,0.00771406,0.00735079,0.00696105,0.00651811,0.00625362,0.00590138,0.00559009,0.00531488,0.00506527,0.00484219,0.00463898,0.00439387,0.00422852,0.00402623,0.00384422,0.00367743,0.00349103,0.00335364,0.00319644,0.00305511,0.00292529,0.00278436,0.00265567,0.00255816,0.00243245,0.00233422,0.00222964,0.00213408,0.00204642,0.00195505,0.00187118,0.00178416,0.00170412,0.00163248,0.00156662,0.001493,0.00143183,0.00137009,0.00130853,0.00125227,0.00120064,0.00114931,0.00109873,0.00105241,0.00100693,0.000962554,0.000921927,0.000882358,0.000844003,0.000806976,0.000771354,0.000738745,0.000707346,0.000677193,0.0006471,0.000619568,0.000593274,0.000567274,0.000542613,0.000519235,0.000497079,0.00047544,0.000455014,0.000435726,0.000416512,0.000398921,0.000381503,0.00036516,0.000349459,0.000334412,0.00032002,0.000306278,0.000292929,0.00028047,0.000268201,0.000256772,0.000245586,0.000235016,0.000225029,0.000215324,0.000206056,0.000197108
8.67e-08,22.1303,21.8875,20.4211,18.849,16.5464,14.1395,7.933,5.54899,3.28292,0.430029,0.312224,0.141528,0.0870841,0.070991,0.0540561,0.0413867,0.0339639,0.028831,0.0251066,0.0222991,0.0191733,0.017672,0.015757,0.0147607,0.0135268,0.0125176,0.0116771,0.0109638,0.010343,0.00965075,0.00919626,0.00870854,0.00815427,0.00782335,0.0073827,0.00699325,0.00664887,0.00633666,0.00605751,0.00580333,0.00549668,0.00528983,0.00503672,0.00480903,0.00460039,0.00436717,0.0041953,0.00399865,0.00382183,0.00365944,0.00348312,0.00332214,0.00320015,0.00304289,0.00292004,0.00278919,0.00266965,0.00256,0.00244569,0.00234078,0.00223191,0.0021318,0.00204218,0.00195979,0.0018677,0.00179118,0.00171394,0.00163693,0.00156655,0.00150197,0.00143776,0.00137448,0.00131653,0.00125964,0.00120413,0.0011533,0.0011038,0.00105582,0.0010095,0.000964942,0.000924148,0.000884869,0.000847148,0.000809503,0.000775061,0.000742169,0.000709643,0.000678793,0.000649547,0.000621832,0.000594762,0.000569209,0.00054508,0.000521044,0.000499039,0.000477249,0.000456805,0.000437164,0.00041834,0.000400336,0.000383145,0.000366446,0.000350859,0.000335512,0.000321215,0.00030722,0.000293999,0.000281505,0.000269364,0.000257771,0.000246576
1.08e-07,22.5353,22.2655,20.856,19.3524,17.1236,14.7913,9.20875,6.54918,3.91342,0.550582,0.397286,0.178366,0.109366,0.0890846,0.0677853,0.0518631,0.0425462,0.0361072,0.0314374,0.0279182,0.0240012,0.0221207,0.0197217,0.018474,0.0169289,0.0156653,0.014613,0.01372,0.0129428,0.0120763,0.0115075,0.010897,0.0102034,0.00978926,0.00923775,0.00875035,0.00831944,0.00792866,0.0075794,0.00726129,0.0068776,0.00661878,0.00630207,0.00601717,0.00575607,0.00546428,0.00524924,0.00500317,0.0047819,0.00457871,0.00435813,0.0041567,0.00400406,0.00380731,0.00365357,0.00348986,0.00334027,0.00320308,0.00306007,0.0029288,0.00279259,0.00266733,0.00255519,0.00245211,0.00233688,0.00224114,0.0021445,0.00204814,0.00196008,0.00187927,0.00179893,0.00171976,0.00164726,0.00157607,0.00150661,0.00144302,0.00138109,0.00132105,0.0012631,0.00120734,0.0011563,0.00110715,0.00105996,0.00101286,0.000969763,0.000928607,0.000887911,0.000849311,0.000812719,0.000778041,0.000744171,0.000712198,0.000682009,0.000651935,0.000624401,0.000597137,0.000571557,0.000546982,0.00052343,0.000500903,0.000479394,0.000458499,0.000438998,0.000419795,0.000401906,0.000384396,0.000367853,0.000352221,0.00033703,0.000322524,0.000308518
1.36e-07,22.9011,22.6044,21.2429,19.7974,17.6607,15.4254,10.2672,7.40752,4.50614,0.711306,0.50867,0.225388,0.137544,0.111919,0.0850819,0.0650397,0.0533309,0.0452453,0.0393845,0.0349698,0.0300578,0.0277003,0.0246936,0.0231301,0.0211941,0.0196113,0.018293,0.0171747,0.0162011,0.0151164,0.0144041,0.0136397,0.0127712,0.0122527,0.0115623,0.0109522,0.0104128,0.00992364,0.00948644,0.00908826,0.00860798,0.00828397,0.00788757,0.00753101,0.00720421,0.00683897,0.00656982,0.00626185,0.0059849,0.00573061,0.0054545,0.0052024,0.00501135,0.00476509,0.00457269,0.00436777,0.00418057,0.00400887,0.00382987,0.00366556,0.00349508,0.0033382,0.00319787,0.00306885,0.00292464,0.00280482,0.00268387,0.00256329,0.00245307,0.00235194,0.00225139,0.0021523,0.00206157,0.00197247,0.00188555,0.00180597,0.00172846,0.00165332,0.00158079,0.00151101,0.00144713,0.00138562,0.00132656,0.00126761,0.00121367,0.00116217,0.00111124,0.00106293,0.00101713,0.000973731,0.000931343,0.000891328,0.000853546,0.000815908,0.000781449,0.000747328,0.000715314,0.000684558,0.000655082,0.000626889,0.000599969,0.00057382,0.000549414,0.000525381,0.000502993,0.000481079,0.000460375,0.00044081,0.000421799,0.000403645,0.000386116
1.69e-07,23.2438,22.9204,21.6004,20.2054,18.1778,16.0598,11.1723,8.1835,5.1116,0.928543,0.655879,0.285625,0.173232,0.140776,0.106896,0.0816261,0.066893,0.0567288,0.0493664,0.0438236,0.0376591,0.0347019,0.030931,0.0289706,0.0265437,0.0245597,0.0229078,0.0215065,0.0202864,0.0189278,0.0180354,0.0170781,0.0159904,0.015341,0.0144763,0.0137123,0.0130368,0.0124243,0.0118768,0.0113783,0.0107769,0.0103712,0.0098749,0.00942847,0.00901929,0.00856202,0.00822506,0.00783945,0.00749276,0.00717434,0.00682869,0.00651305,0.00627388,0.00596557,0.00572468,0.00546815,0.00523379,0.00501882,0.00479473,0.00458902,0.0043756,0.0041791,0.00400341,0.0038419,0.00366136,0.00351136,0.00335994,0.00320898,0.003071,0.0029444,0.00281852,0.00269447,0.00258088,0.00246934,0.00236052,0.00226089,0.00216386,0.00206979,0.00197899,0.00189163,0.00181166,0.00173466,0.00166072,0.00158692,0.0015194,0.00145492,0.00139116,0.00133068,0.00127335,0.00121901,0.00116595,0.00111585,0.00106855,0.00102144,0.000978297,0.00093558,0.000895502,0.000856998,0.000820097,0.000784803,0.000751102,0.000718366,0.000687811,0.000657725,0.000629697,0.000602263,0.000576343,0.000551851,0.000528051,0.000505323,0.000483379
2.12e-07,23.565,23.2154,21.9309,20.5792,18.671,16.6833,11.9674,8.93183,5.79297,1.22921,0.853576,0.363314,0.218576,0.177335,0.134464,0.102538,0.083971,0.0711769,0.0619177,0.0549512,0.0472079,0.0434953,0.0387623,0.0363025,0.0332583,0.0307701,0.0286987,0.0269418,0.0254117,0.0237095,0.0225912,0.0213913,0.0200284,0.0192148,0.0181315,0.0171743,0.016328,0.0155607,0.014875,0.0142505,0.0134972,0.0129891,0.0123674,0.0118082,0.0112957,0.010723,0.0103009,0.00981803,0.00938377,0.00898502,0.00855209,0.00815679,0.00785723,0.00747111,0.00716944,0.00684815,0.00655463,0.00628541,0.00600477,0.00574715,0.00547985,0.00523378,0.00501375,0.00481148,0.00458538,0.00439752,0.00420789,0.00401884,0.00384603,0.00368748,0.00352983,0.00337448,0.00323222,0.00309253,0.00295625,0.00283148,0.00270995,0.00259215,0.00247843,0.00236903,0.00226887,0.00217244,0.00207983,0.00198741,0.00190285,0.0018221,0.00174224,0.0016665,0.0015947,0.00152666,0.0014602,0.00139746,0.00133823,0.00127922,0.00122519,0.00117169,0.0011215,0.00107328,0.00102707,0.000982864,0.000940658,0.00089966,0.000861394,0.000823715,0.000788614,0.000754256,0.000721795,0.000691122,0.000661315,0.000632852,0.000605369
2.65e-07,23.8671,23.4923,22.2381,20.9238,19.1358,17.28,12.6932,9.71548,6.63416,1.65525,1.12509,0.464436,0.276412,0.223799,0.169393,0.128957,0.105513,0.0893827,0.0777214,0.0689545,0.059217,0.0545514,0.0486051,0.0455162,0.0416942,0.0385713,0.035972,0.0337679,0.0318477,0.0297136,0.0283112,0.0268068,0.025098,0.024078,0.02272,0.0215202,0.0204595,0.0194979,0.0186384,0.0178557,0.0169117,0.016275,0.0154959,0.0147952,0.014153,0.0134353,0.0129065,0.0123014,0.0117573,0.0112576,0.0107152,0.0102199,0.00984455,0.00936075,0.00898274,0.00858022,0.00821244,0.00787512,0.00752351,0.00720071,0.00686578,0.00655781,0.00628211,0.00602868,0.00574538,0.00550999,0.00527239,0.00503551,0.00481899,0.00462033,0.0044228,0.00422814,0.00404989,0.00387487,0.00370411,0.00354777,0.0033955,0.0032479,0.00310541,0.00296834,0.00284285,0.00272202,0.00260598,0.00249018,0.00238423,0.00228305,0.00218299,0.00208809,0.00199813,0.00191287,0.0018296,0.00175099,0.00167677,0.00160283,0.00153513,0.0014681,0.00140521,0.00134479,0.00128689,0.00123151,0.00117862,0.00112725,0.00107931,0.0010321,0.000988115,0.000945066,0.000904393,0.000865959,0.000828613,0.000792949,0.000758513
3.31e-07,24.1415,23.7432,22.5139,21.2303,19.5498,17.8123,13.3554,10.5681,7.69738,2.27874,1.52132,0.599346,0.350918,0.28332,0.213929,0.162496,0.132799,0.112408,0.0976862,0.0866304,0.0743622,0.0684892,0.0610069,0.0571221,0.0523173,0.0483927,0.0451272,0.0423587,0.039946,0.0372681,0.0355077,0.0336195,0.0314751,0.0301952,0.0284913,0.0269861,0.0256556,0.0244493,0.0233712,0.0223896,0.0212057,0.0204071,0.0194301,0.0185513,0.017746,0.0168461,0.0161829,0.0154241,0.0147418,0.0141153,0.0134351,0.0128141,0.0123434,0.0117368,0.0112628,0.0107581,0.010297,0.00987403,0.00943315,0.00902843,0.00860847,0.00822166,0.00787602,0.00755828,0.0072031,0.00690799,0.00661011,0.00631312,0.00604166,0.0057926,0.00554496,0.00530091,0.00507743,0.004858,0.00464392,0.00444792,0.00425701,0.00407196,0.00389332,0.00372146,0.00356414,0.00341265,0.00326717,0.00312199,0.00298916,0.0028623,0.00273686,0.00261788,0.00250509,0.0023982,0.0022938,0.00219525,0.0021022,0.0020095,0.00192463,0.00184059,0.00176174,0.001686,0.0016134,0.00154396,0.00147766,0.00141326,0.00135315,0.00129396,0.00123882,0.00118485,0.00113386,0.00108567,0.00103885,0.000994136,0.000950964
4.14e-07,24.4001,23.9793,22.7716,21.5148,19.929,18.2958,14.0005,11.4815,8.9088,3.17199,2.1235,0.782103,0.447387,0.359879,0.270895,0.20517,0.167428,0.141577,0.122947,0.108974,0.0934868,0.086081,0.0766505,0.0717577,0.0657087,0.0607701,0.0566625,0.0531812,0.0501456,0.0467823,0.0445702,0.0421979,0.0395041,0.0378967,0.0357569,0.0338669,0.0321963,0.030682,0.0293286,0.0280964,0.0266103,0.025608,0.0243817,0.0232788,0.0222681,0.0211387,0.0203064,0.0193542,0.018498,0.0177117,0.0168582,0.0160788,0.0154883,0.0147271,0.0141323,0.013499,0.0129203,0.0123896,0.0118364,0.0113286,0.0108016,0.0103154,0.00988178,0.00948312,0.00903749,0.00866723,0.00829348,0.00792086,0.00758027,0.00726778,0.00695707,0.00665087,0.00637049,0.00609517,0.00582658,0.00558065,0.00534113,0.00510896,0.00488482,0.0046692,0.0044718,0.00428174,0.00409921,0.00391706,0.0037504,0.00359123,0.00343385,0.00328457,0.00314305,0.00300894,0.00287796,0.00275431,0.00263755,0.00252125,0.00241477,0.00230933,0.0022104,0.00211536,0.00202428,0.00193716,0.00185397,0.00177317,0.00169775,0.00162349,0.00155431,0.00148659,0.00142261,0.00136216,0.00130341,0.00124731,0.00119314
5.17e-07,24.6458,24.2034,23.0147,21.7816,20.2781,18.7357,14.6443,12.3819,10.0897,4.4346,3.05507,1.03347,0.573079,0.459021,0.344169,0.259689,0.211522,0.178637,0.154991,0.137285,0.117689,0.108331,0.0964221,0.0902486,0.0826206,0.0763963,0.0712216,0.0668377,0.0630127,0.0587836,0.0560005,0.0530163,0.0496289,0.0476076,0.0449175,0.0425418,0.0404421,0.038539,0.0368383,0.0352901,0.0334228,0.0321635,0.0306229,0.0292374,0.0279678,0.026549,0.0255036,0.0243075,0.023232,0.0222445,0.0211724,0.0201935,0.0194518,0.0184957,0.0177488,0.0169533,0.0162266,0.01556,0.0148652,0.0142274,0.0135655,0.0129547,0.01241,0.0119094,0.0113497,0.0108847,0.0104154,0.00994742,0.0095197,0.00912725,0.00873705,0.0083525,0.00800038,0.00765463,0.00731731,0.00700847,0.00670767,0.00641609,0.00613461,0.00586381,0.00561592,0.00537722,0.005148,0.00491924,0.00470994,0.00451006,0.0043124,0.00412493,0.00394721,0.00377878,0.00361429,0.003459,0.00331238,0.00316631,0.00303259,0.00290018,0.00277594,0.00265658,0.00254219,0.00243278,0.00232832,0.00222684,0.00213212,0.00203886,0.00195198,0.00186694,0.00178659,0.00171066,0.00163689,0.00156644,0.00149841
