,0.406002,0.439836,0.473669,0.507503,0.541336,0.592086,0.62592,0.67667,0.744337,0.795088,0.862755,0.930422,0.998089,1.08267,1.16726,1.26876,1.37026,1.47176,1.59018,1.72551,1.86084,2.01309,2.16534,2.33451,2.5206,2.7236,2.94352,3.18035,3.4341,3.70477,3.99235,4.31377,4.66902,5.04119,5.43028,5.87011,6.34378,6.85129,7.39262,7.98471,8.61063,9.30422,10.0486,10.8436,11.7064,12.6537,13.6518,14.7514,15.9187,17.1874,18.5746,20.0464,21.6534,23.379,25.2398,27.2529,29.4182,31.7697,34.3072,37.0477,40.0081,43.1885,46.6395,50.3612,54.3705,58.7181,63.404,68.4452,73.9093,79.8133,86.174,93.0591,100.469,108.487,117.149,126.487,136.586,147.48,159.237,171.942,185.661
7.65172e-07,24.2136,16.637,4.26501,0.838278,0.269402,0.0827704,0.0473457,0.0254622,0.0144001,0.0105943,0.00778443,0.00617264,0.00514716,0.00430054,0.00372389,0.00323412,0.0028767,0.00260219,0.00235085,0.00212466,0.00194312,0.00177631,0.00163824,0.00150973,0.0013911,0.00128222,0.00118269,0.00109194,0.00100934,0.000934223,0.000865938,0.000800673,0.000739203,0.000684245,0.000634944,0.00058716,0.000543167,0.000502823,0.000465923,0.000431315,0.00039992,0.000370076,0.00034264,0.0003175,0.000294088,0.000272062,0.000252165,0.000233363,0.000216248,0.000200282,0.000185323,0.000171716,0.00015897,0.000147236,0.00013638,0.000126306,0.000117009,0.000108348,0.000100334,9.29121e-05,8.60369e-05,7.97012e-05,7.38038e-05,6.83497e-05,6.33096e-05,5.8622e-05,5.42894e-05,5.02908e-05,4.65728e-05,4.31277e-05,3.99444e-05,3.6989e-05,3.42611e-05,3.17288e-05,2.93829e-05,2.72137e-05,2.52015e-05,2.33398e-05,2.16165e-05,2.00193e-05,1.854e-05
1.48222e-06,25.9666,19.7709,9.91803,1.78367,0.539824,0.162372,0.0924563,0.0495633,0.0279658,0.0205551,0.0150939,0.0119653,0.00997598,0.00833428,0.00721636,0.00626704,0.0055743,0.0050423,0.00455522,0.00411691,0.00376512,0.00344188,0.00317435,0.00292532,0.00269546,0.00248449,0.00229163,0.00211578,0.00195573,0.00181018,0.00167787,0.00155141,0.00143231,0.00132582,0.00123029,0.0011377,0.00105246,0.000974285,0.000902788,0.00083573,0.000774898,0.000717072,0.000663911,0.000615199,0.000569835,0.000527156,0.000488603,0.000452172,0.000419009,0.000388073,0.000359088,0.000332722,0.000308025,0.00028529,0.000264255,0.000244735,0.00022672,0.000209939,0.000194411,0.00018003,0.000166708,0.000154432,0.000143005,0.000132437,0.000122671,0.000113588,0.000105193,9.74452e-05,9.0241e-05,8.35657e-05,7.73975e-05,7.16711e-05,6.63854e-05,6.14787e-05,5.69333e-05,5.27301e-05,4.88312e-05,4.5224e-05,4.18849e-05,3.87901e-05,3.59237e-05
2.78345e-06,27.3927,22.0432,15.2241,4.10785,1.08377,0.312225,0.17624,0.0939105,0.0527627,0.0387127,0.0283949,0.0224975,0.0187522,0.0156635,0.0135611,0.0117763,0.0104742,0.00947433,0.00855893,0.00773527,0.00707423,0.00646685,0.00596415,0.00549625,0.00506434,0.00466795,0.00430559,0.00397521,0.00367449,0.00340103,0.00315244,0.00291484,0.00269106,0.00249098,0.0023115,0.00213754,0.00197739,0.00183051,0.00169618,0.00157019,0.0014559,0.00134725,0.00124737,0.00115585,0.00107062,0.000990434,0.000917999,0.000849553,0.000787245,0.000729122,0.000674663,0.000625126,0.000578726,0.00053601,0.00049649,0.000459814,0.000425968,0.000394439,0.000365264,0.000338244,0.000313215,0.00029015,0.000268681,0.000248825,0.000230477,0.000213412,0.000197639,0.000183082,0.000169547,0.000157005,0.000145416,0.000134658,0.000124727,0.000115508,0.000106968,9.90706e-05,9.17452e-05,8.4968e-05,7.86945e-05,7.28799e-05,6.74944e-05
5.07465e-06,28.5855,23.8087,18.6244,10.2362,2.27246,0.59509,0.330244,0.173996,0.0969984,0.0709442,0.0519302,0.0411067,0.0342473,0.0285974,0.0247548,0.0214942,0.0191162,0.0172905,0.0156194,0.0141159,0.0129093,0.0118008,0.0108834,0.0100295,0.00924129,0.00851793,0.00785668,0.00725379,0.00670504,0.00620603,0.0057524,0.00531884,0.00491049,0.00454541,0.0042179,0.00390047,0.00360822,0.00334022,0.0030951,0.0028652,0.00265664,0.00245839,0.00227613,0.00210913,0.00195361,0.00180729,0.00167511,0.00155021,0.00143652,0.00133046,0.00123109,0.00114069,0.00105603,0.000978079,0.000905965,0.000839041,0.000777282,0.00071975,0.000666513,0.000617208,0.000571537,0.000529449,0.000490273,0.000454042,0.00042056,0.000389421,0.00036064,0.000334078,0.00030938,0.000286494,0.000265347,0.000245715,0.000227594,0.000210772,0.000195188,0.000180778,0.000167411,0.000155045,0.000143597,0.000132987,0.00012316
8.99464e-06,29.6035,25.2422,21.0379,16.0581,5.74089,1.14944,0.615696,0.317415,0.174447,0.126876,0.0925411,0.0731362,0.0608827,0.0508111,0.0439706,0.0381711,0.0339438,0.0306996,0.0277308,0.0250604,0.0229176,0.0209492,0.0193203,0.0178042,0.0164048,0.0151207,0.0139467,0.0128765,0.0119023,0.0110165,0.0102112,0.00944159,0.00871671,0.00806863,0.00748726,0.00692378,0.00640501,0.00592927,0.00549415,0.00508605,0.00471584,0.00436392,0.00404039,0.00374394,0.00346787,0.00320814,0.00297351,0.0027518,0.00254998,0.00236171,0.00218532,0.00202486,0.00187456,0.0017362,0.00160819,0.00148939,0.00137976,0.00127764,0.00118313,0.00109561,0.00101454,0.000939832,0.00087029,0.000805975,0.000746542,0.000691266,0.000640177,0.000593026,0.000549184,0.000508559,0.000471021,0.000436172,0.000404005,0.000374144,0.000346481,0.000320902,0.000297174,0.000275222,0.000254901,0.000236067,0.000218623
1.552e-05,30.4859,26.4417,22.8979,19.5627,15.0662,2.39101,1.17095,0.576862,0.308674,0.222277,0.161131,0.126997,0.105574,0.0880295,0.0761404,0.0660749,0.0587452,0.0531236,0.0479814,0.0433575,0.0396484,0.0362415,0.0334226,0.0307993,0.0283781,0.0261563,0.0241254,0.0222739,0.0205887,0.0190563,0.0176633,0.0163319,0.015078,0.0139569,0.0129513,0.0119766,0.0110792,0.0102563,0.00950362,0.0087977,0.00815732,0.00754858,0.00698895,0.00647616,0.00599862,0.00554934,0.00514349,0.00475999,0.00441088,0.00408522,0.00378009,0.00350254,0.00324256,0.00300323,0.0027818,0.00257631,0.00238667,0.00221001,0.00204655,0.00189516,0.00175492,0.00162569,0.0015054,0.00139415,0.00129134,0.00119573,0.00110736,0.0010258,0.000949961,0.00087969,0.000814758,0.000754477,0.000698834,0.000647182,0.000599332,0.000555086,0.000514042,0.00047607,0.00044092,0.000408341,0.000378166
2.61021e-05,31.26,27.4673,24.4057,22.0241,20.0641,15.2199,2.45204,1.06991,0.54229,0.383539,0.275094,0.215824,0.179008,0.149035,0.128801,0.11171,0.0992844,0.0897639,0.0810615,0.0732407,0.0669696,0.0612113,0.0564477,0.0520154,0.0479251,0.0441721,0.0407417,0.0376145,0.0347684,0.0321803,0.0298278,0.0275795,0.0254619,0.0235687,0.0218705,0.0202245,0.0187091,0.0173194,0.0160484,0.0148564,0.013775,0.012747,0.011802,0.010936,0.0101296,0.00937094,0.00868561,0.008038,0.00744848,0.00689855,0.00638329,0.0059146,0.00547559,0.00507143,0.00469751,0.00435051,0.00403027,0.00373196,0.00345593,0.00320028,0.00296347,0.00274524,0.00254211,0.00235425,0.00218064,0.00201918,0.00186995,0.00173223,0.00160416,0.0014855,0.00137585,0.00127406,0.00118009,0.00109287,0.00101207,0.000937352,0.000868043,0.00080392,0.000744564,0.000689549,0.000638595
4.28409e-05,31.9458,28.3585,25.669,23.924,23.0844,23.6458,24.899,2.18044,0.962097,0.657312,0.462724,0.360233,0.297658,0.247211,0.213363,0.184882,0.164227,0.148427,0.134002,0.121049,0.11067,0.101144,0.0932661,0.0859381,0.0791771,0.0729743,0.0673055,0.0621382,0.0574356,0.0531598,0.0492732,0.0455588,0.0420605,0.0389331,0.0361276,0.0334085,0.0309052,0.0286096,0.02651,0.0245409,0.0227545,0.0210564,0.0194954,0.0180649,0.0167329,0.0154796,0.0143475,0.0132777,0.0123039,0.0113955,0.0105444,0.00977014,0.00904495,0.00837734,0.00775968,0.00718647,0.00665748,0.00616472,0.00570874,0.00528644,0.00489526,0.00453478,0.00419923,0.00388891,0.00360214,0.00333543,0.00308892,0.00286141,0.00264986,0.00245385,0.00227272,0.00210457,0.00194936,0.00180528,0.00167181,0.00154838,0.00143389,0.00132797,0.00122992,0.00113904,0.00105488
6.86973e-05,32.5583,29.1429,26.7523,25.4705,25.2859,26.9668,28.5567,28.1849,1.79705,1.13581,0.772299,0.593348,0.487232,0.403048,0.347118,0.300342,0.266557,0.240779,0.217286,0.196222,0.17936,0.163895,0.151114,0.139229,0.128267,0.118212,0.109025,0.100652,0.0930326,0.0861052,0.0798089,0.0737918,0.0681251,0.0630592,0.058515,0.0541107,0.0500561,0.0463378,0.0429372,0.0397477,0.0368544,0.0341041,0.0315756,0.0292589,0.0271013,0.0250715,0.0232379,0.0215052,0.019928,0.0184567,0.0170781,0.0158242,0.0146496,0.0135683,0.0125679,0.0116395,0.0107828,0.00998466,0.00924613,0.00856216,0.00792859,0.00734473,0.00680127,0.00629865,0.00583419,0.00540221,0.00500295,0.00463447,0.00429184,0.00397436,0.00368101,0.00340866,0.00315727,0.00292391,0.00270773,0.00250783,0.0023224,0.00215084,0.00199204,0.00184485,0.00170852
