,0.378908,0.414654,0.4504,0.486146,0.521892,0.557638,0.593384,0.62913,0.664876,0.700622,0.736368,0.772114,0.80786,0.843606,0.879352,0.915098,0.950844,0.98659,1.02234,1.05808,1.09383,1.12957,1.16532,1.20107,1.23681,1.27256,1.3083,1.34405,1.3798,1.41554,1.45129,1.48703,1.52278,1.55853,1.59427,1.63002,1.66576,1.70151,1.73726,1.773,1.80875,1.84449,1.88024,1.91599,1.95173,1.98748,2.02322,2.05897,2.09472,2.13046,2.16621,2.2377,2.30919,2.38068,2.45218,2.52367,2.59516,2.66665,2.73814,2.80964,2.88113,2.95262,3.02411,3.0956,3.1671,3.23859,3.31008,3.38157,3.45306,3.52456,3.59605,3.66754,3.73903,3.81052,3.88202,3.95351,4.025,4.09649,4.16798,4.23948,4.31097,4.38246,4.45395,4.52544,4.59694,4.66843,4.73992,4.81141,4.8829,4.9544,5.02589,5.20462,5.49059,5.77655,6.09827,6.41998,6.7417,7.09916,7.45662,7.84982,8.27877,8.70773,9.13668,9.63712,10.1376,10.638,11.2099,11.7819,12.3896,13.033,13.6764,14.3913,15.1063,15.8927,16.7148,17.5727,18.4664,19.3958,20.3967,21.4333,22.5057,23.6496,24.8292,26.116,27.4386,28.797,30.2626,31.7996,33.4082,35.0883,36.8756,38.7344
1e-08,15.4742,13.7073,11.7983,10.1881,8.76692,7.23392,4.8271,1.22895,0.318119,0.110267,0.0454923,0.0212127,0.010841,0.00980553,0.00940693,0.00903947,0.00869964,0.00838444,0.00809128,0.00781792,0.00756243,0.00732312,0.00709848,0.00688722,0.00668816,0.0065003,0.00632269,0.00615453,0.00599509,0.0058437,0.00569977,0.00556275,0.00543217,0.00530758,0.00518858,0.00507479,0.00496589,0.00486157,0.00476153,0.00466553,0.00457333,0.0044847,0.00439944,0.00431736,0.00423829,0.00416206,0.00408852,0.00401754,0.00394898,0.00388273,0.00381866,0.00369665,0.00358221,0.00347463,0.00337333,0.00327777,0.00318747,0.00310202,0.00302102,0.00294415,0.0028711,0.00280158,0.00273535,0.00267218,0.00261186,0.0025542,0.00249903,0.0024462,0.00239555,0.00234696,0.0023003,0.00225546,0.00221234,0.00217083,0.00213085,0.00209232,0.00205516,0.00201929,0.00198465,0.00195118,0.00191883,0.00188752,0.00185723,0.00182789,0.00179946,0.0017719,0.00174518,0.00171925,0.00169407,0.00166963,0.00164588,0.00158936,0.00150658,0.001432,0.00135645,0.00128848,0.00122699,0.00116521,0.00110935,0.00105378,0.000999182,0.000949961,0.000905362,0.000858348,0.000815975,0.000777589,0.000737916,0.000702095,0.000667659,0.000634697,0.000604837,0.00057479,0.000547588,0.000520491,0.00049489,0.000470729,0.000447949,0.000426485,0.000405556,0.000385941,0.000367552,0.000349774,0.000333157,0.00031674,0.000301473,0.000287252,0.000273341,0.000260129,0.000247604,0.000235748,0.000224322,0.000213557
1.25892e-08,15.5664,13.7538,11.8452,10.2515,8.86896,7.42658,5.31312,1.63745,0.408445,0.139896,0.0574837,0.0267576,0.0136627,0.0123444,0.0118426,0.01138,0.0109522,0.0105554,0.0101863,0.00984218,0.00952054,0.00921926,0.00893646,0.00867049,0.0084199,0.00818338,0.00795979,0.0077481,0.00754737,0.00735678,0.00717558,0.00700309,0.0068387,0.00668185,0.00653203,0.00638878,0.00625168,0.00612035,0.00599441,0.00587356,0.00575748,0.0056459,0.00553856,0.00543523,0.00533569,0.00523972,0.00514715,0.00505779,0.00497148,0.00488806,0.0048074,0.00465381,0.00450973,0.0043743,0.00424677,0.00412647,0.00401279,0.00390521,0.00380324,0.00370647,0.0036145,0.00352698,0.0034436,0.00336407,0.00328813,0.00321555,0.0031461,0.00307958,0.00301582,0.00295465,0.00289591,0.00283946,0.00278517,0.00273291,0.00268258,0.00263407,0.00258729,0.00254213,0.00249853,0.0024564,0.00241566,0.00237625,0.00233811,0.00230117,0.00226538,0.00223069,0.00219705,0.0021644,0.00213271,0.00210194,0.00207204,0.00200088,0.00189667,0.00180278,0.00170767,0.0016221,0.00154469,0.00146691,0.00139659,0.00132663,0.00125789,0.00119593,0.00113978,0.0010806,0.00102725,0.000978926,0.000928981,0.000883885,0.000840532,0.000799036,0.000761444,0.000723618,0.000689372,0.00065526,0.000623029,0.000592613,0.000563934,0.000536912,0.000510565,0.000485871,0.00046272,0.000440339,0.000419419,0.000398752,0.000379532,0.000361629,0.000344116,0.000327483,0.000311715,0.000296789,0.000282404,0.000268852
1.58489e-08,15.6537,13.7985,11.8903,10.3122,8.96527,7.60263,5.72546,2.19054,0.527423,0.177866,0.0727082,0.0337696,0.0172238,0.0155407,0.014909,0.0143266,0.013788,0.0132885,0.0128238,0.0123906,0.0119857,0.0116064,0.0112504,0.0109155,0.0106,0.0103023,0.0100208,0.00975429,0.00950159,0.00926165,0.00903353,0.00881638,0.00860942,0.00841196,0.00822335,0.00804301,0.00787042,0.00770507,0.00754653,0.00739438,0.00724825,0.00710778,0.00697265,0.00684256,0.00671724,0.00659643,0.00647988,0.00636739,0.00625873,0.00615372,0.00605217,0.00585881,0.00567742,0.00550693,0.00534638,0.00519492,0.00505181,0.00491637,0.00478801,0.00466618,0.00455039,0.00444021,0.00433524,0.00423512,0.00413952,0.00404814,0.00396071,0.00387697,0.0037967,0.00371969,0.00364574,0.00357467,0.00350632,0.00344054,0.00337718,0.00331611,0.00325721,0.00320036,0.00314547,0.00309242,0.00304114,0.00299153,0.00294351,0.00289701,0.00285196,0.00280828,0.00276592,0.00272483,0.00268493,0.00264619,0.00260855,0.00251897,0.00238777,0.00226956,0.00214983,0.0020421,0.00194465,0.00184673,0.0017582,0.00167013,0.0015836,0.00150559,0.0014349,0.00136039,0.00129324,0.0012324,0.00116952,0.00111275,0.00105817,0.00100593,0.000958603,0.000910982,0.000867869,0.000824925,0.000784349,0.000746057,0.000709952,0.000675933,0.000642765,0.000611677,0.000582531,0.000554355,0.000528018,0.000502,0.000477803,0.000455265,0.000433217,0.000412277,0.000392426,0.000373636,0.000355527,0.000338466
1.99526e-08,15.7363,13.8415,11.9338,10.3704,9.05646,7.76462,6.07996,2.88517,0.686207,0.226766,0.0920813,0.0426471,0.0217208,0.0195646,0.0187693,0.0180361,0.0173581,0.0167292,0.0161442,0.0155988,0.015089,0.0146115,0.0141633,0.0137418,0.0133446,0.0129698,0.0126154,0.0122799,0.0119618,0.0116597,0.0113725,0.0110992,0.0108386,0.01059,0.0103526,0.0101255,0.00990826,0.0097001,0.00950051,0.00930897,0.00912499,0.00894815,0.00877804,0.00861427,0.0084565,0.0083044,0.00815768,0.00801605,0.00787926,0.00774706,0.00761922,0.00737579,0.00714744,0.0069328,0.00673068,0.00654001,0.00635984,0.00618934,0.00602774,0.00587436,0.00572859,0.00558989,0.00545774,0.00533169,0.00521134,0.0050963,0.00498623,0.00488081,0.00477976,0.00468281,0.00458971,0.00450024,0.00441419,0.00433138,0.00425161,0.00417473,0.00410057,0.00402901,0.0039599,0.00389313,0.00382856,0.00376611,0.00370566,0.00364711,0.00359039,0.00353541,0.00348209,0.00343035,0.00338012,0.00333135,0.00328396,0.00317119,0.00300602,0.00285721,0.00270648,0.00257085,0.00244817,0.0023249,0.00221345,0.00210257,0.00199363,0.00189542,0.00180643,0.00171263,0.00162808,0.00155149,0.00147234,0.00140086,0.00133215,0.00126639,0.00120681,0.00114686,0.00109258,0.00103852,0.000987435,0.000939228,0.000893776,0.000850949,0.000809192,0.000770055,0.000733362,0.000697891,0.000664735,0.00063198,0.000601517,0.000573144,0.000545387,0.000519025,0.000494035,0.00047038,0.000447581,0.000426103
2.51188e-08,15.8148,13.8829,11.9756,10.4263,9.14304,7.9146,6.3892,3.63382,0.901692,0.290154,0.116806,0.0539033,0.0274043,0.0246303,0.0236291,0.0227061,0.0218525,0.0210607,0.0203243,0.0196377,0.0189959,0.0183948,0.0178305,0.0172999,0.0167999,0.016328,0.0158819,0.0154595,0.015059,0.0146787,0.0143171,0.013973,0.013645,0.013332,0.0130331,0.0127473,0.0124737,0.0122117,0.0119604,0.0117193,0.0114877,0.011265,0.0110509,0.0108447,0.0106461,0.0104546,0.0102699,0.0100916,0.00991938,0.00975295,0.00959201,0.00928556,0.00899808,0.00872787,0.00847341,0.00823337,0.00800655,0.0077919,0.00758846,0.00739537,0.00721186,0.00703724,0.00687087,0.00671219,0.00656068,0.00641585,0.00627728,0.00614456,0.00601735,0.00589529,0.00577809,0.00566546,0.00555713,0.00545287,0.00535245,0.00525566,0.00516231,0.00507222,0.00498521,0.00490115,0.00481987,0.00474124,0.00466514,0.00459144,0.00452003,0.00445081,0.00438368,0.00431854,0.00425531,0.00419391,0.00413425,0.00399228,0.00378435,0.003597,0.00340724,0.0032365,0.00308206,0.00292687,0.00278656,0.00264698,0.00250983,0.00238619,0.00227416,0.00215607,0.00204963,0.00195321,0.00185356,0.00176358,0.00167708,0.00159428,0.00151928,0.0014438,0.00137548,0.00130741,0.0012431,0.00118242,0.0011252,0.00107128,0.00101871,0.000969439,0.000923246,0.000878591,0.00083685,0.000795614,0.000757264,0.000721544,0.0006866,0.000653413,0.000621951,0.000592172,0.00056347,0.00053643
3.16228e-08,15.8894,13.9228,12.0159,10.48,9.22547,8.05425,6.66268,4.32479,1.20008,0.373032,0.148483,0.0682038,0.034595,0.0310078,0.0297473,0.0285853,0.0275107,0.0265139,0.0255869,0.0247224,0.0239145,0.0231577,0.0224474,0.0217793,0.0211498,0.0205557,0.0199941,0.0194623,0.0189581,0.0184794,0.0180242,0.017591,0.017178,0.016784,0.0164077,0.0160479,0.0157035,0.0153736,0.0150573,0.0147537,0.0144621,0.0141819,0.0139122,0.0136527,0.0134026,0.0131616,0.012929,0.0127046,0.0124878,0.0122783,0.0120756,0.0116898,0.0113279,0.0109877,0.0106674,0.0103652,0.0100797,0.00980944,0.00955331,0.00931023,0.00907921,0.00885937,0.00864993,0.00845016,0.00825941,0.00807709,0.00790263,0.00773556,0.0075754,0.00742174,0.00727419,0.0071324,0.00699602,0.00686476,0.00673834,0.00661649,0.00649897,0.00638555,0.00627602,0.00617018,0.00606786,0.00596887,0.00587307,0.00578028,0.00569039,0.00560325,0.00551873,0.00543673,0.00535713,0.00527983,0.00520472,0.00502599,0.00476422,0.00452837,0.00428947,0.00407452,0.00388008,0.00368471,0.00350807,0.00333235,0.00315969,0.00300404,0.002863,0.00271433,0.00258034,0.00245895,0.00233349,0.00222022,0.00211132,0.00200709,0.00191266,0.00181765,0.00173162,0.00164594,0.00156498,0.00148858,0.00141654,0.00134866,0.00128248,0.00122045,0.0011623,0.00110608,0.00105353,0.00100162,0.00095334,0.000908371,0.00086438,0.000822599,0.000782992,0.000745501,0.000709368,0.000675327
3.98107e-08,15.9604,13.9613,12.0549,10.5317,9.30416,8.18491,6.90746,4.91448,1.6212,0.482637,0.189268,0.0864165,0.0437043,0.0390365,0.0374496,0.0359867,0.0346339,0.033379,0.0322119,0.0311237,0.0301066,0.0291538,0.0282595,0.0274185,0.026626,0.0258781,0.0251711,0.0245016,0.0238669,0.0232642,0.0226911,0.0221457,0.0216258,0.0211298,0.0206561,0.0202031,0.0197695,0.0193542,0.018956,0.0185738,0.0182067,0.0178539,0.0175145,0.0171877,0.0168729,0.0165694,0.0162767,0.0159941,0.0157212,0.0154574,0.0152023,0.0147166,0.014261,0.0138327,0.0134295,0.013049,0.0126895,0.0123493,0.0120269,0.0117209,0.01143,0.0111533,0.0108896,0.0106381,0.010398,0.0101684,0.00994882,0.00973848,0.00953686,0.00934341,0.00915766,0.00897915,0.00880746,0.00864222,0.00848306,0.00832966,0.00818171,0.00803892,0.00790103,0.00776779,0.00763898,0.00751436,0.00739374,0.00727694,0.00716377,0.00705406,0.00694767,0.00684443,0.00674422,0.0066469,0.00655235,0.00632734,0.00599779,0.00570087,0.00540012,0.00512951,0.00488473,0.00463877,0.0044164,0.00419518,0.00397781,0.00378186,0.00360431,0.00341714,0.00324845,0.00309563,0.00293769,0.00279509,0.00265799,0.00252677,0.00240789,0.00228828,0.00217998,0.00207211,0.00197019,0.001874,0.00178331,0.00169786,0.00161455,0.00153646,0.00146325,0.00139247,0.00132632,0.00126096,0.00120018,0.00114357,0.00108819,0.00103559,0.000985727,0.000938529,0.00089304,0.000850185
5.01187e-08,16.0281,13.9984,12.0926,10.5815,9.37944,8.30772,7.1289,5.41025,2.21413,0.629845,0.242125,0.109687,0.0552638,0.049144,0.0471463,0.0453046,0.0436015,0.0420217,0.0405524,0.0391824,0.0379019,0.0367025,0.0355767,0.0345178,0.0335202,0.0325786,0.0316885,0.0308457,0.0300466,0.0292879,0.0285665,0.0278798,0.0272253,0.0266009,0.0260045,0.0254342,0.0248884,0.0243655,0.0238642,0.023383,0.0229209,0.0224767,0.0220494,0.021638,0.0212417,0.0208597,0.0204911,0.0201354,0.0197918,0.0194597,0.0191386,0.0185271,0.0179535,0.0174144,0.0169067,0.0164277,0.0159752,0.0155469,0.015141,0.0147557,0.0143896,0.0140411,0.0137092,0.0133926,0.0130903,0.0128013,0.0125248,0.01226,0.0120062,0.0117627,0.0115288,0.0113041,0.0110879,0.0108799,0.0106795,0.0104864,0.0103002,0.0101204,0.00994682,0.00977908,0.00961691,0.00946002,0.00930818,0.00916113,0.00901865,0.00888054,0.0087466,0.00861663,0.00849048,0.00836796,0.00824893,0.00796565,0.00755077,0.00717697,0.00679835,0.00645768,0.00614952,0.00583987,0.00555992,0.00528142,0.00500777,0.00476108,0.00453755,0.00430192,0.00408956,0.00389717,0.00369834,0.00351881,0.00334622,0.00318102,0.00303136,0.00288077,0.00274444,0.00260863,0.00248032,0.00235923,0.00224506,0.00213748,0.0020326,0.00193429,0.00184212,0.00175302,0.00166974,0.00158746,0.00151094,0.00143967,0.00136995,0.00130373,0.00124096,0.00118154,0.00112427,0.00107032
6.30958e-08,16.0927,14.0342,12.129,10.6297,9.45163,8.42363,7.33105,5.83143,2.98638,0.831768,0.311231,0.139544,0.0699644,0.0618688,0.0593538,0.0570353,0.0548911,0.0529023,0.0510526,0.0493278,0.0477158,0.0462058,0.0447884,0.0434554,0.0421995,0.0410141,0.0398935,0.0388325,0.0378265,0.0368713,0.0359631,0.0350986,0.0342747,0.0334886,0.0327377,0.0320198,0.0313327,0.0306744,0.0300433,0.0294376,0.0288558,0.0282966,0.0277586,0.0272407,0.0267418,0.0262608,0.0257969,0.025349,0.0249164,0.0244984,0.0240941,0.0233243,0.0226022,0.0219235,0.0212843,0.0206813,0.0201116,0.0195724,0.0190614,0.0185764,0.0181154,0.0176768,0.0172589,0.0168603,0.0164797,0.0161159,0.0157679,0.0154345,0.0151149,0.0148083,0.0145139,0.014231,0.0139589,0.013697,0.0134448,0.0132017,0.0129672,0.0127409,0.0125223,0.0123112,0.012107,0.0119095,0.0117183,0.0115332,0.0113538,0.01118,0.0110113,0.0108477,0.0106889,0.0105347,0.0103848,0.0100282,0.00950588,0.00903529,0.00855863,0.00812975,0.0077418,0.00735198,0.00699954,0.00664892,0.00630442,0.00599385,0.00571245,0.00541581,0.00514846,0.00490626,0.00465594,0.00442992,0.00421265,0.00400467,0.00381627,0.00362668,0.00345505,0.00328408,0.00312255,0.0029701,0.00282637,0.00269094,0.00255889,0.00243513,0.0023191,0.00220693,0.00210208,0.0019985,0.00190217,0.00181244,0.00172467,0.0016413,0.00156228,0.00148747,0.00141538,0.00134746
