,0.343376,0.393362,0.421925,0.443347,0.493333,0.521896,0.571882,0.593304,0.64329,0.671853,0.700416,0.764683,0.793246,0.82895,0.864654,0.900358,0.936062,0.978907,1.01699,1.05508,1.10268,1.15029,1.19789,1.2455,1.30262,1.35975,1.41688,1.474,1.53589,1.59302,1.66442,1.73583,1.80724,1.87865,1.96434,2.05003,2.13572,2.22141,2.32138,2.40707,2.52132,2.62129,2.73554,2.8498,2.96405,3.09258,3.22112,3.36393,3.49247,3.64957,3.79238,3.96376,4.12086,4.29224,4.4779,4.66356,4.8635,5.06344,5.26339,5.49189,5.7204,5.97747,6.23454,6.4916,6.74867,7.03431,7.3485,7.63413,7.97689,8.29109,8.66241,9.00517,9.40505,9.77637,10.2048,10.6333,11.0903,11.5473
1.22e-07,0.0207547,1.91867,1.92728,0.96864,0.157627,0.0549525,0.00858611,0.00474853,0.00125948,0.000728735,0.000449014,0.00018145,0.000119612,8.27689e-05,5.96448e-05,4.20924e-05,3.24823e-05,2.45618e-05,1.86906e-05,1.53074e-05,1.2205e-05,9.57156e-06,7.97644e-06,6.54194e-06,5.4687e-06,4.64638e-06,4.00316e-06,3.41575e-06,2.96694e-06,2.57452e-06,2.26075e-06,2.00577e-06,1.79559e-06,1.58854e-06,1.41918e-06,1.27869e-06,1.14289e-06,1.04533e-06,9.48743e-07,8.5629e-07,7.87792e-07,7.20765e-07,6.63405e-07,6.08141e-07,5.60775e-07,5.19796e-07,4.80351e-07,4.46145e-07,4.1345e-07,3.84992e-07,3.60027e-07,3.36084e-07,3.13365e-07,2.93414e-07,2.7577e-07,2.58925e-07,2.42962e-07,2.29462e-07,2.15968e-07,2.03942e-07,1.91895e-07,1.81168e-07,1.71565e-07,1.62009e-07,1.53453e-07,1.45024e-07,1.37469e-07,1.30076e-07,1.23439e-07,1.17448e-07,1.11586e-07,1.05898e-07,1.00768e-07,9.58025e-08,9.13099e-08,8.69675e-08,8.27926e-08,1.42091e-07
1.61e-07,0.0274097,2.68678,2.71297,1.33081,0.20973,0.0727604,0.0113403,0.00627023,0.0016627,0.000961999,0.000592729,0.000239519,0.00015789,0.000109256,7.87318e-05,5.55624e-05,4.28768e-05,3.24217e-05,2.46717e-05,2.02058e-05,1.61106e-05,1.26345e-05,1.0529e-05,8.63534e-06,7.21873e-06,6.13323e-06,5.28418e-06,4.50879e-06,3.91637e-06,3.39837e-06,2.98419e-06,2.64761e-06,2.37018e-06,2.09687e-06,1.87332e-06,1.68788e-06,1.50862e-06,1.37984e-06,1.25234e-06,1.1303e-06,1.03989e-06,9.5141e-07,8.75696e-07,8.02748e-07,7.40225e-07,6.86131e-07,6.34064e-07,5.88911e-07,5.45757e-07,5.08191e-07,4.75235e-07,4.43634e-07,4.13642e-07,3.87308e-07,3.64016e-07,3.41782e-07,3.20709e-07,3.0289e-07,2.85078e-07,2.69204e-07,2.53301e-07,2.39143e-07,2.26466e-07,2.13851e-07,2.02559e-07,1.91431e-07,1.8146e-07,1.71702e-07,1.6294e-07,1.55032e-07,1.47294e-07,1.39787e-07,1.33015e-07,1.2646e-07,1.20529e-07,1.14797e-07,1.09286e-07,1.8756e-07
2.12e-07,0.036204,3.80881,3.8542,1.85365,0.2798,0.0964355,0.0149807,0.00828048,0.00219507,0.00126996,0.00078245,0.000316174,0.000208418,0.00014422,0.000103927,7.33428e-05,5.65976e-05,4.27967e-05,3.25668e-05,2.66716e-05,2.1266e-05,1.66775e-05,1.38982e-05,1.13987e-05,9.52864e-06,8.09586e-06,6.97512e-06,5.9516e-06,5.1696e-06,4.48584e-06,3.93913e-06,3.49485e-06,3.12863e-06,2.76787e-06,2.47277e-06,2.228e-06,1.99138e-06,1.82138e-06,1.65309e-06,1.492e-06,1.37265e-06,1.25586e-06,1.15592e-06,1.05963e-06,9.77095e-07,9.05692e-07,8.36963e-07,7.77362e-07,7.20398e-07,6.70812e-07,6.27307e-07,5.85595e-07,5.46006e-07,5.11244e-07,4.805e-07,4.51152e-07,4.23337e-07,3.99813e-07,3.76303e-07,3.5535e-07,3.34355e-07,3.15669e-07,2.98933e-07,2.82284e-07,2.67377e-07,2.52689e-07,2.39526e-07,2.26645e-07,2.1508e-07,2.04643e-07,1.94427e-07,1.84517e-07,1.75579e-07,1.66926e-07,1.59098e-07,1.51532e-07,1.44258e-07,2.47578e-07
2.8e-07,0.0478303,5.34561,5.34822,2.62223,0.374626,0.127985,0.0197947,0.0109368,0.00289805,0.00167655,0.00103292,0.000417366,0.00027512,0.000190374,0.000137185,9.68132e-05,7.47093e-05,5.6492e-05,4.29882e-05,3.52067e-05,2.80712e-05,2.20144e-05,1.83456e-05,1.50463e-05,1.25778e-05,1.06865e-05,9.20717e-06,7.85613e-06,6.82387e-06,5.92129e-06,5.19964e-06,4.61319e-06,4.12979e-06,3.65358e-06,3.26405e-06,2.94095e-06,2.62862e-06,2.40422e-06,2.18208e-06,1.96943e-06,1.81189e-06,1.65773e-06,1.52581e-06,1.3987e-06,1.28976e-06,1.19551e-06,1.10479e-06,1.02612e-06,9.50922e-07,8.85469e-07,8.28046e-07,7.72983e-07,7.20727e-07,6.74842e-07,6.34258e-07,5.95521e-07,5.58803e-07,5.27754e-07,4.96719e-07,4.69061e-07,4.41349e-07,4.16681e-07,3.94591e-07,3.72614e-07,3.52938e-07,3.33549e-07,3.16174e-07,2.99171e-07,2.83906e-07,2.70128e-07,2.56644e-07,2.43562e-07,2.31763e-07,2.20343e-07,2.10009e-07,2.00022e-07,1.9042e-07,3.26803e-07
3.69e-07,0.0632078,7.05571,6.88057,3.73157,0.504062,0.170161,0.0261642,0.0144482,0.00382642,0.0022134,0.00136361,0.000550954,0.000363173,0.000251301,0.000181088,0.000127795,9.86175e-05,7.45701e-05,5.6745e-05,4.64731e-05,3.70542e-05,2.90591e-05,2.42164e-05,1.98612e-05,1.66028e-05,1.41063e-05,1.21535e-05,1.03701e-05,9.00751e-06,7.81614e-06,6.86353e-06,6.08942e-06,5.45133e-06,4.82274e-06,4.30857e-06,3.88207e-06,3.46979e-06,3.17358e-06,2.88035e-06,2.59966e-06,2.39171e-06,2.18821e-06,2.01408e-06,1.84629e-06,1.70249e-06,1.57808e-06,1.45833e-06,1.35448e-06,1.25522e-06,1.16882e-06,1.09302e-06,1.02034e-06,9.51362e-07,8.90793e-07,8.37226e-07,7.86089e-07,7.37622e-07,6.96636e-07,6.55671e-07,6.19163e-07,5.82582e-07,5.50021e-07,5.20862e-07,4.91853e-07,4.65879e-07,4.40287e-07,4.17352e-07,3.94906e-07,3.74756e-07,3.56569e-07,3.38771e-07,3.21504e-07,3.05929e-07,2.90852e-07,2.77213e-07,2.6403e-07,2.51355e-07,4.31381e-07
4.88e-07,0.083561,8.54373,8.14791,5.12479,0.682913,0.226779,0.0345985,0.0190917,0.00505256,0.00292232,0.00180023,0.000727309,0.000479411,0.000331728,0.000239042,0.000168693,0.000130176,9.84338e-05,7.49038e-05,6.13448e-05,4.89117e-05,3.83581e-05,3.19656e-05,2.62168e-05,2.19158e-05,1.86203e-05,1.60426e-05,1.36885e-05,1.189e-05,1.03173e-05,9.05988e-06,8.03805e-06,7.19579e-06,6.36603e-06,5.68731e-06,5.12431e-06,4.58011e-06,4.18913e-06,3.80206e-06,3.43155e-06,3.15705e-06,2.88844e-06,2.65858e-06,2.43711e-06,2.24729e-06,2.08306e-06,1.92499e-06,1.78791e-06,1.65689e-06,1.54285e-06,1.44279e-06,1.34685e-06,1.2558e-06,1.17585e-06,1.10514e-06,1.03764e-06,9.73661e-07,9.1956e-07,8.65485e-07,8.17294e-07,7.69008e-07,7.26027e-07,6.87537e-07,6.49245e-07,6.1496e-07,5.81179e-07,5.50904e-07,5.21277e-07,4.94679e-07,4.70672e-07,4.47178e-07,4.24385e-07,4.03826e-07,3.83925e-07,3.65921e-07,3.4852e-07,3.31789e-07,5.69423e-07
6.44e-07,0.110532,9.70445,9.12837,6.47006,0.933925,0.30322,0.0457779,0.0252363,0.00667235,0.00385855,0.00237676,0.000960136,0.000632862,0.000437901,0.000315546,0.00022268,0.000171836,0.000129934,9.88737e-05,8.09758e-05,6.45639e-05,5.0633e-05,4.21948e-05,3.46063e-05,2.89289e-05,2.45789e-05,2.11763e-05,1.80689e-05,1.56948e-05,1.36189e-05,1.19591e-05,1.06102e-05,9.49841e-06,8.40314e-06,7.50727e-06,6.7641e-06,6.04576e-06,5.52967e-06,5.01873e-06,4.52964e-06,4.16731e-06,3.81276e-06,3.50933e-06,3.21699e-06,2.96642e-06,2.74964e-06,2.54099e-06,2.36005e-06,2.1871e-06,2.03656e-06,1.90449e-06,1.77784e-06,1.65765e-06,1.55212e-06,1.45878e-06,1.36968e-06,1.28523e-06,1.21382e-06,1.14244e-06,1.07883e-06,1.01509e-06,9.58356e-07,9.0755e-07,8.57004e-07,8.11749e-07,7.67156e-07,7.27193e-07,6.88086e-07,6.52976e-07,6.21287e-07,5.90274e-07,5.60188e-07,5.3305e-07,5.06782e-07,4.83016e-07,4.60046e-07,4.37961e-07,7.51639e-07
8.5e-07,0.146283,10.6054,9.89468,7.55101,1.29327,0.407224,0.0606161,0.0333735,0.00881266,0.00509519,0.00313811,0.00126753,0.000835447,0.000578062,0.000416538,0.000293945,0.000226829,0.000171516,0.000130515,0.000106889,8.5225e-05,6.6836e-05,5.56974e-05,4.56805e-05,3.81863e-05,3.24442e-05,2.79527e-05,2.3851e-05,2.07172e-05,1.7977e-05,1.5786e-05,1.40055e-05,1.25379e-05,1.10922e-05,9.9096e-06,8.92864e-06,7.98041e-06,7.29913e-06,6.62473e-06,5.97912e-06,5.50086e-06,5.03283e-06,4.6323e-06,4.24643e-06,3.91568e-06,3.62953e-06,3.35411e-06,3.11525e-06,2.88696e-06,2.68826e-06,2.51392e-06,2.34675e-06,2.1881e-06,2.04879e-06,1.92559e-06,1.80798e-06,1.69651e-06,1.60224e-06,1.50802e-06,1.42405e-06,1.33992e-06,1.26503e-06,1.19797e-06,1.13124e-06,1.07151e-06,1.01264e-06,9.59894e-07,9.08272e-07,8.61927e-07,8.20099e-07,7.79162e-07,7.39448e-07,7.03626e-07,6.68951e-07,6.37581e-07,6.0726e-07,5.78108e-07,9.92165e-07
1.12e-06,0.193766,11.322,10.5098,8.38619,1.82072,0.550232,0.0803459,0.0441608,0.0116417,0.00672898,0.00414372,0.00167341,0.00110291,0.0007631,0.00054986,0.000388023,0.000299423,0.000226406,0.000172283,0.000141096,0.000112498,8.82244e-05,7.35212e-05,6.02986e-05,5.04061e-05,4.28265e-05,3.68978e-05,3.14834e-05,2.73467e-05,2.37297e-05,2.08376e-05,1.84874e-05,1.65501e-05,1.46417e-05,1.30806e-05,1.17858e-05,1.05341e-05,9.63487e-06,8.74463e-06,7.89246e-06,7.26113e-06,6.64335e-06,6.11466e-06,5.60527e-06,5.16871e-06,4.79097e-06,4.42744e-06,4.11216e-06,3.8108e-06,3.5485e-06,3.31837e-06,3.0977e-06,2.8883e-06,2.70441e-06,2.54177e-06,2.38654e-06,2.2394e-06,2.11495e-06,1.99059e-06,1.87975e-06,1.76869e-06,1.66984e-06,1.58131e-06,1.49325e-06,1.41439e-06,1.3367e-06,1.26706e-06,1.19892e-06,1.13774e-06,1.08253e-06,1.02849e-06,9.76071e-07,9.28786e-07,8.83015e-07,8.41607e-07,8.01583e-07,7.63103e-07,1.30966e-06
1.48e-06,0.256952,11.907,11.0164,9.04363,2.60671,0.749775,0.106644,0.0584818,0.0153829,0.00888809,0.00547215,0.00220939,0.00145606,0.0010074,0.000725872,0.000512218,0.000395256,0.000298865,0.00022742,0.00018625,0.000148501,0.000116457,9.70493e-05,7.95949e-05,6.65368e-05,5.65316e-05,4.87055e-05,4.15584e-05,3.60979e-05,3.13233e-05,2.75057e-05,2.44035e-05,2.18463e-05,1.93271e-05,1.72666e-05,1.55574e-05,1.39051e-05,1.27181e-05,1.1543e-05,1.04181e-05,9.58473e-06,8.76925e-06,8.0714e-06,7.39902e-06,6.82272e-06,6.32414e-06,5.84424e-06,5.42805e-06,5.03029e-06,4.68405e-06,4.38028e-06,4.08901e-06,3.81257e-06,3.56983e-06,3.35517e-06,3.15024e-06,2.95601e-06,2.79176e-06,2.62759e-06,2.48128e-06,2.33469e-06,2.2042e-06,2.08735e-06,1.97109e-06,1.867e-06,1.76445e-06,1.67253e-06,1.58258e-06,1.50183e-06,1.42894e-06,1.35762e-06,1.28842e-06,1.226e-06,1.16559e-06,1.11092e-06,1.05809e-06,1.0073e-06,1.72875e-06
