,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,10
1e-06,2.10934e-06,2.98736e-06,4.29293e-06,6.24803e-06,9.1947e-06,1.36619e-05,2.04704e-05,3.08972e-05,4.69375e-05,7.17052e-05,0.000110093,0.00016979,0.000262908,0.00040857,0.000637034,0.000996269,0.00156251,0.0024572,0.00387451,0.00612614,0.00971558,0.0154637,0.0247278,0.0398036,0.0647173,0.106961,0.181889,0.326116,0.636381,1.11819,1.44031,1.62459,1.73912,1.8139,1.86357,1.89623,1.91683,1.9286,1.93372,1.93378,1.92991
1.05925e-06,2.23432e-06,3.16437e-06,4.54731e-06,6.61825e-06,9.73952e-06,1.44714e-05,2.16833e-05,3.2728e-05,4.97188e-05,7.59542e-05,0.000116617,0.000179851,0.000278488,0.000432786,0.000674796,0.00105534,0.00165519,0.00260305,0.00410474,0.00649082,0.0102956,0.0163915,0.0262235,0.0422439,0.0687768,0.11394,0.194615,0.351887,0.691311,1.16946,1.47119,1.64531,1.75431,1.82569,1.87306,1.90408,1.92347,1.93429,1.93867,1.93812,1.93375
1.12202e-06,2.36672e-06,3.35187e-06,4.81675e-06,7.01041e-06,1.03166e-05,1.53289e-05,2.29682e-05,3.46673e-05,5.26649e-05,8.04549e-05,0.000123527,0.000190509,0.000294992,0.000458437,0.000714797,0.00111792,0.00175337,0.00275757,0.00434869,0.00687731,0.0109106,0.0173757,0.0278115,0.0448391,0.0731064,0.121421,0.208382,0.380193,0.749599,1.21792,1.50058,1.66528,1.76907,1.83719,1.88236,1.9118,1.93,1.9399,1.94355,1.94241,1.93755
1.1885e-06,2.50695e-06,3.55048e-06,5.10216e-06,7.4258e-06,1.09279e-05,1.62372e-05,2.43291e-05,3.67215e-05,5.57856e-05,8.52223e-05,0.000130847,0.000201799,0.000312475,0.000485608,0.000757171,0.0011842,0.00185739,0.00292129,0.00460718,0.00728694,0.0115626,0.0184197,0.029498,0.0476,0.0777259,0.129446,0.223298,0.41133,0.810393,1.26364,1.52861,1.68455,1.78341,1.84843,1.89148,1.91938,1.93642,1.94543,1.94836,1.94664,1.94131
1.25893e-06,2.6555e-06,3.76086e-06,5.40449e-06,7.86581e-06,1.15754e-05,1.71994e-05,2.57707e-05,3.88974e-05,5.90911e-05,9.02723e-05,0.000138601,0.000213757,0.000330993,0.000514391,0.000802057,0.00125443,0.00196759,0.00309474,0.00488109,0.0077211,0.012254,0.0195275,0.0312893,0.0505377,0.0826573,0.138063,0.239484,0.445617,0.872585,1.30676,1.55538,1.70316,1.79737,1.85941,1.90041,1.92683,1.94275,1.95088,1.95312,1.95083,1.94503
1.33352e-06,2.81285e-06,3.9837e-06,5.72472e-06,8.33189e-06,1.22613e-05,1.82185e-05,2.72978e-05,4.12022e-05,6.25926e-05,9.56215e-05,0.000146814,0.000226425,0.000350609,0.00054488,0.000849606,0.00132882,0.00208433,0.00327852,0.00517135,0.00818128,0.0129871,0.0207029,0.0331921,0.0536646,0.0879241,0.147322,0.257079,0.483385,0.934971,1.34746,1.581,1.72115,1.81095,1.87015,1.90918,1.93416,1.94899,1.95626,1.95782,1.95497,1.94871
1.41254e-06,2.97952e-06,4.21975e-06,6.06394e-06,8.82559e-06,1.29879e-05,1.9298e-05,2.89153e-05,4.36437e-05,6.63016e-05,0.000101288,0.000155514,0.000239843,0.000371388,0.000577176,0.000899975,0.00140762,0.00220801,0.00347323,0.00547893,0.00866905,0.0137644,0.0219503,0.0352139,0.0569939,0.0935522,0.157283,0.276239,0.524951,0.996436,1.38591,1.60554,1.73857,1.82418,1.88066,1.91778,1.94137,1.95513,1.96157,1.96245,1.95907,1.95235
1.49624e-06,3.15607e-06,4.46979e-06,6.42325e-06,9.34854e-06,1.37575e-05,2.04415e-05,3.06286e-05,4.62298e-05,7.02303e-05,0.00010729,0.00016473,0.000254056,0.000393399,0.000611388,0.000953332,0.00149111,0.00233904,0.00367953,0.00580487,0.00918609,0.0145888,0.0232741,0.0373624,0.0605397,0.09957,0.168011,0.297142,0.570578,1.05609,1.42228,1.62909,1.75544,1.83707,1.89093,1.92622,1.94845,1.96118,1.9668,1.96704,1.96311,1.95595
1.58489e-06,3.34308e-06,4.73464e-06,6.80385e-06,9.90248e-06,1.45726e-05,2.16527e-05,3.24435e-05,4.89691e-05,7.43919e-05,0.000113647,0.000174491,0.000269112,0.000416715,0.000647629,0.00100985,0.00157955,0.00247785,0.00389813,0.00615029,0.00973419,0.0154632,0.0246793,0.039646,0.0643175,0.106008,0.179576,0.31999,0.620414,1.11332,1.45675,1.65171,1.7718,1.84965,1.90099,1.93451,1.95542,1.96714,1.97197,1.97156,1.96711,1.95952
